ID	Symbol	OSK_OE_D4	siMyc_D3	OSK_Myc_OE_D4	Myc_OE_D4	siMyc_D7	Myc_inh_D3	siControl_MEF_1	siControl_MEF_2	siControl_D7
ENSMUSG00000011263	Exoc3l2	0	0.0554183	0.064945	0.205895	0.187138	0.0297092	0.0252755	0.0276582	0.059672
ENSMUSG00000011267	Zfp296	12.7754	5.45857	9.82384	10.554	7.22965	1.79045	0.685903	0.667167	6.9271
ENSMUSG00000011305	Plin5	0.100593	0	0	0	0	0.0332969	0	0.0310029	0
ENSMUSG00000011306	Sugp1	19.4774	15.4242	20.7735	18.8101	22.4919	16.5479	14.8044	14.9009	21.7373
ENSMUSG00000011349	Dmrtc2	9.56474	0.339209	5.03017	0	0.16521	0.0419426	0	0	1.26431
ENSMUSG00000011350	Gm5893	0	0	0	0	0	0	0	0	0
ENSMUSG00000011382	Dhdh	2.34359	1.60282	1.79161	4.39017	4.39016	6.26746	3.66802	4.79261	5.99108
ENSMUSG00000011427	Zfp790	1.96719	1.43778	1.73192	1.06752	3.2028	2.60104	2.4087	2.47706	3.40215
ENSMUSG00000011463	Cpb1	0.0178255	0	0.0343781	0.0163484	0.130293	0.212361	0.166206	0.0439219	0.0236902
ENSMUSG00000011486	Slc25a41	0.138886	0	0.0895111	0	0	0.122674	0	0	0
ENSMUSG00000011589	Fsd1	3.88935	2.6776	2.35342	1.35898	2.7852	6.61077	6.31323	5.26182	4.44051
ENSMUSG00000011632	Pinlyp	0.162689	0.134635	3.0767	0.300126	2.72785	0.215803	0	0.100791	0.217454
ENSMUSG00000011658	Fuz	7.86128	3.03081	13.0337	18.652	6.5133	10.3497	6.06684	6.18076	12.5931
ENSMUSG00000011751	Sptbn4	0.0991037	0.122168	0.198761	0.293126	0.12378	0.667275	0.172273	0.417543	0.173306
ENSMUSG00000011752	Pgam1	175.948	190.436	332.858	396.485	175.37	212.687	347.642	372.982	277.554
ENSMUSG00000011831	Evi5	8.29163	7.70658	17.5512	10.3061	15.9288	11.7728	12.3966	10.7316	11.744
ENSMUSG00000011832	Evi5l	9.42776	7.2876	4.33295	3.0653	15.0201	19.3633	11.4305	12.2786	14.7225
ENSMUSG00000011837	Snapc2	17.6317	20.426	11.2413	14.9052	26.8303	19.8603	21.0768	21.7964	24.8341
ENSMUSG00000011877	Git1	15.293	31.8664	39.6982	35.9047	38.8921	44.9217	27.8363	26.023	24.2001
ENSMUSG00000011884	Gltp	99.7579	51.9102	67.6424	19.6762	82.1389	39.2833	39.316	34.2886	136.409
ENSMUSG00000011958	Bnip2	65.0649	79.3996	70.5723	60.6054	123.329	70.4533	86.815	103.354	97.9204
ENSMUSG00000011960	Ccnt1	16.4597	6.52377	12.0992	10.9904	9.19397	12.2231	6.69362	5.34781	7.59064
ENSMUSG00000012017	Scarf2	1.83707	38.7192	6.86066	36.9027	21.5771	87.2073	48.7285	51.1842	37.3221
ENSMUSG00000012042	4930579F01Rik	0.0296589	0	0.0858912	0	0.0309369	0	0	0	0
ENSMUSG00000012076	Brms1l	14.3433	10.3203	8.80092	13.1387	13.9189	14.3659	16.2144	17.8364	16.4921
ENSMUSG00000012114	Med15	18.589	21.4518	26.7803	19.5994	27.0125	30.2595	18.2477	17.5241	26.4458
ENSMUSG00000012117	Dhdds	28.197	12.6828	16.2394	17.0605	18.9574	18.5727	18.0662	19.3156	18.5493
ENSMUSG00000012123	Aim1l	0.346644	0.177779	0.959316	1.13757	0.840479	0.262394	0.167518	0.60779	0.858151
ENSMUSG00000012126	Ubxn11	0.910505	1.18557	1.18005	4.24754	4.83034	9.39627	3.28318	3.67243	4.37017
ENSMUSG00000012187	Mogat1	0	0	0	0	0.249332	0	0	0	0.100629
ENSMUSG00000012211	Tex22	0	0	0.0818835	0	0.337656	0.0641254	0	0.104615	0
ENSMUSG00000012282	Wnt8a	0	0.0239382	0.0841599	0	0.0606265	0	0	0	0
ENSMUSG00000012296	Tjap1	12.6935	26.6627	23.8104	27.6073	19.2089	49.3737	23.7584	25.8917	21.8736
ENSMUSG00000012350	Ehf	126.878	11.1258	14.3679	0	12.7182	4.00611	0	0	27.376
ENSMUSG00000012396	Nanog	12.4813	0.349716	0.533782	0.562888	0.130488	0.563477	0.41979	0.262309	1.63088
ENSMUSG00000012405	Rpl15	145.559	200.618	263.648	273.555	133.217	165.962	203.706	210.311	156.232
ENSMUSG00000012422	Tmem167	25.5211	20.4399	13.682	12.4894	17.303	9.64457	22.8364	23.2094	20.3435
ENSMUSG00000012428	Steap4	0.595267	0.0502257	0.161864	0.0979667	31.7053	0.323238	1.06519	1.2972	50.0923
ENSMUSG00000012429	Mplkip	7.09924	6.79089	10.3922	9.38429	10.2928	3.25017	7.32908	7.6285	7.58965
ENSMUSG00000012443	Kif11	21.5195	5.0147	13.5937	21.1997	0.677397	3.14823	7.73521	8.13573	0.879794
ENSMUSG00000012483	Rpa3	42.0272	12.9125	23.7218	34.2832	6.5102	8.9941	16.113	19.2388	14.692
ENSMUSG00000012519	Mlkl	5.9866	5.20868	2.69833	4.57788	17.0729	1.47331	5.32805	6.12537	9.56845
ENSMUSG00000012520	Phox2b	0.227395	0.0935425	0.0626415	0.0297889	0.016922	0.0214992	0.103903	0.300216	0.0215833
ENSMUSG00000012535	Tnpo3	38.0762	35.3988	62.0006	62.4975	55.479	45.0506	46.5628	39.0592	47.6989
ENSMUSG00000012609	Ttll5	4.70374	7.17507	5.75294	10.5847	11.0939	6.83484	9.54028	10.4878	7.4627
ENSMUSG00000012640	Zfp715	2.24038	3.42476	5.07563	4.22411	7.31085	3.96446	6.86859	6.57695	3.71166
ENSMUSG00000012705	Retn	0	0	0.0323956	0	0	0	0	0	0
ENSMUSG00000012777	Acpt	0	0	0.0617719	0.0383526	0	0.331676	0.0363057	0	0
ENSMUSG00000012819	Cdh23	0.128403	0.0649747	0.00855113	0.0118078	0.512818	0.206426	0.53952	0.0158523	0.12341
ENSMUSG00000012848	Rps5	1428.47	938.142	1530.34	1666.13	598.926	1187.76	1179.65	1205.29	783.855
ENSMUSG00000012889	Podnl1	0.14325	1.79689	0.229475	0.564865	1.82337	1.09766	3.4299	3.0123	1.68149
ENSMUSG00000013033	Lphn1	16.3215	16.2947	19.8506	34.4424	10.3181	73.4446	31.9569	26.347	13.7929
ENSMUSG00000013076	Amotl1	10.1908	12.7334	6.35375	8.88712	23.9002	19.6339	15.8899	16.9202	19.2639
ENSMUSG00000013083	2200002J24Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000013089	Etv5	88.1775	14.012	18.1876	2.74443	4.48009	18.5958	9.82854	8.13898	11.9996
ENSMUSG00000013091	Tmem190	0	0.487127	0.228346	0.108589	0.493484	0	0.133303	0.145869	0
ENSMUSG00000013150	Gfod2	3.19727	4.49941	6.682	7.65235	9.26278	4.34768	5.1649	5.09409	6.36849
ENSMUSG00000013155	Enkd1	8.93805	5.60581	10.3814	25.764	5.52121	9.67273	10.0375	11.2428	10.0042
ENSMUSG00000013158	4933405L10Rik	0	0.110016	0.0859521	0.0408741	0	0.176714	0.0501767	0.274534	0.0592301
ENSMUSG00000013160	Atp6v0d1	64.1865	139.522	57.1438	32.026	139.374	67.0674	98.8684	90.1535	91.2523
ENSMUSG00000013236	Ptprs	14.0061	15.3122	24.8063	22.2811	25.152	70.5932	30.5605	33.3791	34.063
ENSMUSG00000013275	Slc41a1	7.96916	5.50262	6.20563	7.23664	14.1376	32.0657	9.25043	9.46728	10.6935
ENSMUSG00000013338	Fer1l4	0	0	0.0277473	0	0	0.0190461	0.0264706	0	0.0413286
ENSMUSG00000013353	4931406B18Rik	0	0	0	0	0	0	0.00490959	0	0
ENSMUSG00000013367	Iglon5	0.779362	3.22195	0.161054	0.289335	1.89498	12.6748	10.7391	10.6083	4.09405
ENSMUSG00000013415	Igf2bp1	10.201	10.8826	28.4218	20.6929	13.1827	3.37546	10.1715	8.96223	9.09667
ENSMUSG00000013418	B4galnt2	0.177071	0.0972708	0.182935	0.0813127	0.0923815	1.17281	0.166364	0.364095	0.0785527
ENSMUSG00000013419	Zfp651	1.96768	5.27805	2.85047	2.91138	6.38779	7.62794	5.88558	5.73179	8.14738
ENSMUSG00000013465	Nelfb	96.4873	36.541	40.6282	46.1267	48.753	40.6136	42.3148	54.5835	46.4358
ENSMUSG00000013483	Card14	0	0.0896114	0.256031	0	0.415117	0.0755416	0.022234	4.96831e-298	0.81542
ENSMUSG00000013495	Tmem175	7.79026	9.9605	7.85118	6.44003	14.4167	9.34061	11.8936	12.877	12.9709
ENSMUSG00000013523	Bcas1	4.70458	0.436583	0.111152	0.125935	0.618481	0.0231225	0.751112	0.394068	1.26711
ENSMUSG00000013539	Tango2	11.9749	11.6431	14.5648	11.428	17.7212	7.40356	16.7812	16.9438	14.0198
ENSMUSG00000013562	4833413E03Rik	0	0	0	0	0.052743	0	0	0	0
ENSMUSG00000013584	Aldh1a2	2.37121	3.38436	0.818412	5.26907	9.34229	0.403199	16.9301	15.2284	12.9569
ENSMUSG00000013593	Ndufs2	241.14	171.063	140.708	142.535	165.051	90.9697	122.511	136.094	149.965
ENSMUSG00000013611	Snx31	0	0	0	0	0	0	0	0.0258048	0
ENSMUSG00000013622	Atraid	104.873	48.927	49.235	34.9727	89.7427	88.6001	66.2718	82.964	99.4941
ENSMUSG00000013629	Cad	10.262	14.9512	109.639	106.565	15.6829	38.5391	16.2836	17.2922	24.1112
ENSMUSG00000013643	Lypd8	0	0	0	0	0.105363	0	0	0	0.067191
ENSMUSG00000013646	Sh3bp5l	16.74	11.6806	12.7158	11.1285	20.1198	16.7805	13.5231	17.6868	15.7515
ENSMUSG00000013653	1810065E05Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000013662	Atad1	32.6008	23.0716	41.7201	45.1141	33.851	29.0111	24.6162	23.9214	26.1131
ENSMUSG00000013663	Pten	14.9593	12.5696	21.6724	24.2483	19.871	26.6948	18.8049	21.1857	17.6271
ENSMUSG00000013668	4933402N03Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000013698	Pea15a	33.895	106.455	9.19933	14.9096	91.6208	158.625	99.3482	103.867	62.2756
ENSMUSG00000013701	Timm23	32.0771	57.3749	112.317	113.862	65.2496	32.5821	62.636	57.061	64.1229
ENSMUSG00000013707	Tnfaip8l2	0	0.161134	0.236042	0.0448995	0.102023	0.129379	0.716536	0.663456	0.260253
ENSMUSG00000013736	Trnt1	22.1388	14.5971	58.3336	58.2925	25.1941	13.3963	18.624	18.4307	14.8943
ENSMUSG00000013766	Ly6g6e	0.477791	0.282859	0.556546	0.043938	1.24604	0	0	0	2.36269
ENSMUSG00000013787	Ehmt2	72.1872	57.3534	64.0633	64.0453	60.2732	83.6222	56.4767	55.3372	62.9335
ENSMUSG00000013822	Elof1	78.3195	61.1526	45.6697	63.0288	52.3171	26.8919	60.098	56.3541	54.714
ENSMUSG00000013833	Med16	7.53928	13.684	14.3338	13.7999	22.8024	10.4953	15.4814	17.6452	19.0377
ENSMUSG00000013846	St3gal1	6.41581	16.2739	5.72295	3.17821	14.1965	10.5958	12.5433	12.5558	21.2787
ENSMUSG00000013858	Tmem259	34.6083	106.488	87.4547	81.4896	122.8	101.603	72.2106	77.0839	100.139
ENSMUSG00000013878	Rnf170	3.47357	2.92859	3.07473	3.65366	4.95541	3.88468	6.69832	5.85754	6.82555
ENSMUSG00000013921	Clip3	34.6498	28.0854	17.915	13.7985	60.4591	160.573	61.7814	66.953	59.4878
ENSMUSG00000013928	Thap8	0.0457312	3.08596e-42	0	1.49835e-191	0.0907806	0	1.24155e-192	1.97654e-209	1.64582e-71
ENSMUSG00000013936	Myl2	0	0	0.904378	0	0.180084	0	2.82029	0	0.22969
ENSMUSG00000013973	Dedd	29.1948	26.1257	20.5288	21.7639	35.4227	27.6626	31.9176	35.7279	29.3388
ENSMUSG00000013974	1810033B17Rik	0	0.0398475	0	0	0	0	0.0545216	0	0.128718
ENSMUSG00000013997	Nit1	18.4681	16.3796	17.7881	13.8828	26.8401	23.191	17.464	18.314	25.7313
ENSMUSG00000014030	Pax5	0.0302799	0.0249435	0.233781	0	0	0	0	0	0.08784
ENSMUSG00000014039	Prdm15	2.09865	1.66313	5.31166	4.26322	3.76193	5.28711	3.27952	3.77737	4.37142
ENSMUSG00000014074	Rnf168	13.7591	4.97336	6.75221	7.05538	6.60728	5.44853	7.15788	7.60699	7.88837
ENSMUSG00000014075	Tctex1d2	16.6361	9.28858	11.2007	13.3939	13.0356	7.62789	12.1041	11.9287	13.8835
ENSMUSG00000014077	Chp1	48.4842	44.1176	45.6429	26.7385	73.0992	69.7443	70.5234	66.086	63.6624
ENSMUSG00000014104	Sval2	0	0	0	0	0	0	0	0	0
ENSMUSG00000014158	Trpv4	1.17364	1.23129	0.973009	2.75181	1.64841	4.29082	1.13422	1.11239	2.22973
ENSMUSG00000014164	Klhl3	0.738787	0.12489	4.34661	0.0637224	0.332096	0.350285	0.273395	0.355262	0.201702
ENSMUSG00000014177	Tvp23b	19.7128	23.1379	24.1034	17.3416	26.2447	22.4389	26.5146	29.7973	29.6632
ENSMUSG00000014195	Dnajc7	271.04	109.278	148.725	192.325	110.492	81.3777	113.296	122.546	110.458
ENSMUSG00000014198	Zfp385c	0.12948	0.139776	0.033733	0.0160416	0.0849534	0.108668	0.324471	0.630177	0.259263
ENSMUSG00000014226	Cacybp	159.542	65.8331	155.243	178.019	74.0753	30.3177	37.1136	36.7245	66.2141
ENSMUSG00000014232	Cluap1	21.1907	5.1343	10.8701	11.9942	8.09609	4.45211	5.77625	5.24772	9.78173
ENSMUSG00000014243	Zswim7	17.9964	14.6168	10.1295	13.237	21.1791	8.10837	12.4036	11.0477	18.7276
ENSMUSG00000014245	Pigl	5.60609	2.4719	5.64642	3.6991	3.6502	3.36624	2.05144	2.10285	2.32892
ENSMUSG00000014294	Ndufa2	239.233	144.577	95.5643	119.646	141.826	71.1887	128.465	138.151	143.964
ENSMUSG00000014301	Pam16	28.1174	29.4682	26.4325	30.0326	25.208	24.4171	22.4861	16.5165	22.8918
ENSMUSG00000014303	Glis2	21.0795	27.9512	20.954	13.1758	43.3963	47.3726	46.6335	54.8719	61.4038
ENSMUSG00000014313	Cox6c	291.157	262.112	202.049	259.191	206.745	76.1124	190.917	208.383	206.573
ENSMUSG00000014329	Bicc1	2.66963	6.93786	6.57704	15.086	9.41837	20.523	33.614	32.6741	18.6802
ENSMUSG00000014349	Ube2z	44.4935	43.3153	31.1423	28.3629	54.3585	32.5695	47.3546	49.4183	51.0183
ENSMUSG00000014351	Gip	0	0	0	0	0.116865	0	0	0	0
ENSMUSG00000014353	Tmem87b	8.2339	6.11001	6.43487	4.94928	10.1823	12.5484	7.96768	7.9914	8.22845
ENSMUSG00000014355	Anapc1	38.6799	32.2133	48.5358	67.3155	38.0363	64.8896	42.8635	40.7465	40.2337
ENSMUSG00000014361	Mertk	0.604962	0.72015	0.305618	0.711505	0.569801	2.27015	2.71536	2.54851	0.827873
ENSMUSG00000014402	Tsg101	42.4964	59.0172	46.3488	36.106	83.2424	59.3629	49.8134	52.3158	75.1988
ENSMUSG00000014418	Hps5	12.9879	4.02945	14.4124	14.7691	13.6834	10.2233	9.70542	10.9629	17.5451
ENSMUSG00000014426	Map3k4	7.63854	3.27555	4.47284	6.44843	5.50153	7.02166	5.73195	5.591	7.02282
ENSMUSG00000014453	Blk	0.0197329	0	0.0190316	0	0	0	0.0222204	0	0
ENSMUSG00000014496	Ankrd28	10.5587	5.19116	10.3627	10.94	4.54955	8.85086	9.96204	9.37521	6.16989
ENSMUSG00000014498	Ankrd52	10.0731	17.2196	15.0209	13.7231	21.5275	23.8624	16.3678	16.8052	17.0814
ENSMUSG00000014503	Pkd2l2	1.53637	1.76815	0.609178	0.691741	1.88653	1.87602	1.30156	1.47098	0.968334
ENSMUSG00000014504	Srp19	169.885	100.372	129.573	125.311	93.3917	58.8352	97.631	94.0398	86.1357
ENSMUSG00000014529	4930511M11Rik	0	0	0	0	0.074366	0	0	0.0374484	0
ENSMUSG00000014542	Clec4f	0	0	0	0	0	0	0	0	0
ENSMUSG00000014543	Klra17	0	0	0	0	0.145804	0	0	0	0.0619423
ENSMUSG00000014547	Wdfy2	1.90962	1.62299	2.46477	1.61616	3.26143	4.43311	5.44281	4.78435	4.08956
ENSMUSG00000014550	Zfyve20	8.50034	5.17588	10.185	8.65143	8.9747	8.92035	11.5304	8.4926	9.53432
ENSMUSG00000014551	Mrps25	117.673	64.1209	97.5484	84.2606	65.6944	15.9199	39.5799	36.7783	60.7533
ENSMUSG00000014554	Dguok	16.8155	20.1691	8.07259	9.68288	19.9423	27.8065	22.861	16.3119	19.4876
ENSMUSG00000014592	Camta1	16.7106	14.7716	14.5349	16.3218	8.66681	10.4885	14.8124	20.2102	9.52955
ENSMUSG00000014599	Csf1	32.1654	126.602	11.776	25.1298	165.885	128.119	75.3934	69.9318	129.08
ENSMUSG00000014601	Strip1	47.7441	22.3474	17.7829	12.2165	28.5456	24.7677	22.4787	23.6678	29.2883
ENSMUSG00000014602	Kif1a	3.37386	13.2446	3.00212	1.07291	18.9016	27.0205	7.62716	7.58178	6.92749
ENSMUSG00000014603	Alx3	0.0538958	0.976453	0.026007	0.123675	0.702554	0.0356818	1.09312	0.863901	0.430119
ENSMUSG00000014606	Slc25a11	56.9053	52.3854	52.07	43.8002	65.9191	48.1299	60.9681	61.2333	71.0546
ENSMUSG00000014609	Chrne	0	0	0	0	0	0.189754	0	0.127335	0
ENSMUSG00000014633	Cmc2	53.7202	24.1588	34.0338	39.0696	20.4463	13.3527	22.1667	30.9168	24.8094
ENSMUSG00000014668	Chfr	29.955	9.10774	16.6495	7.35818	9.5161	9.03505	9.36033	10.378	14.0404
ENSMUSG00000014686	Ceacam16	0	0	0	0	7.12123e-07	0.117737	0	0	0.0833008
ENSMUSG00000014704	Hoxa2	5.71529	3.03813	1.42193	6.12697	3.31658	5.91929	6.03293	6.24744	6.67307
ENSMUSG00000014725	Adam28	0.0092866	0.0227569	0.0114261	0.0218562	0.00924689	0.0132912	0.0248294	0.0129739	0.00527706
ENSMUSG00000014747	Ankrd53	0	0.0240477	0	0.0804097	0	0.0773206	0	0.0360051	0
ENSMUSG00000014748	Tex261	44.0526	55.1128	78.9723	68.5854	146.142	57.7592	81.7366	74.8909	76.5868
ENSMUSG00000014763	Fam120b	9.28656	7.17506	12.3425	6.88334	11.7143	10.0833	8.5551	7.96757	10.9954
ENSMUSG00000014767	Tbp	35.0678	18.4184	28.2335	38.9374	30.378	28.3869	23.4567	27.874	28.3828
ENSMUSG00000014769	Psmb1	257.62	225.41	222.104	229.679	233.042	117.399	197.134	202.935	211.229
ENSMUSG00000014771	Pdcd2	77.7344	26.9911	53.8882	50.754	34.3	18.4862	23.6425	19.926	27.7957
ENSMUSG00000014773	Dll1	0.567298	0.0109147	1.93143	0.0121546	0.515035	0.866533	0.0925806	0.0326838	0.447033
ENSMUSG00000014776	Nol3	0.480637	1.29548	0.214633	0.354087	0.974948	6.99293	2.56312	3.64656	2.62573
ENSMUSG00000014778	Fhod1	3.91842	6.75515	1.87634	3.62921	7.20611	9.07892	6.98962	8.36103	5.6272
ENSMUSG00000014782	Plekhg4	0.0339232	0.303619	0.22399	0.826665	0.95226	0.75332	2.04411	0.863312	1.87161
ENSMUSG00000014786	Slc9a5	1.07163	1.37303	0.817435	3.28986	0.818203	5.18793	2.23027	2.90224	1.98044
ENSMUSG00000014791	Elmo3	1.33372	0.785104	0.907663	0.446023	0.938077	1.14221	1.2187	1.14327	3.35672
ENSMUSG00000014813	Stc1	0.671113	3.60341	1.17166	2.82071	1.23967	2.98303	4.0184	6.36193	2.96045
ENSMUSG00000014837	4931428F04Rik	3.19944	1.84036	1.44524	0.654687	1.65114	2.0871	3.49631	3.72153	2.51273
ENSMUSG00000014846	Tppp3	32.5472	37.397	19.48	3.50186	13.442	4.61573	20.2329	18.8414	45.5084
ENSMUSG00000014850	Msh3	6.77726	1.80399	5.12833	5.37101	1.77088	1.63194	2.4604	2.52785	1.92061
ENSMUSG00000014852	Adamts13	0.170995	0.0340086	0.0250833	0.0139214	0.0325711	0.0509234	0.0124433	0.0209105	0.0218258
ENSMUSG00000014856	Tmem208	44.7262	49.2888	38.3583	37.8594	58.9985	24.2346	45.8886	50.9346	47.5933
ENSMUSG00000014859	E2f4	37.1446	28.7784	37.1718	54.6523	30.3404	33.4505	28.6321	26.4801	32.0983
ENSMUSG00000014867	Surf4	90.2107	164.76	92.1285	76.79	131.399	139.202	206.195	195.259	163.578
ENSMUSG00000014873	Surf2	31.1707	29.856	77.0665	67.6295	41.1739	24.464	21.1546	24.2403	31.222
ENSMUSG00000014905	Dnajb9	7.541	20.9709	7.75945	6.56271	37.2522	14.9866	22.7705	23.1483	22.4649
ENSMUSG00000014907	Naf1	4.70489	5.96168	21.6032	28.3861	6.09981	8.58015	6.19252	6.38001	5.9633
ENSMUSG00000014932	Yes1	12.2464	5.86569	8.71172	7.99564	7.24815	5.29454	6.69557	7.42022	6.42475
ENSMUSG00000014956	Ppp1cb	53.7804	25.8925	39.9313	41.3344	47.5916	49.4923	53.6	55.0673	39.1731
ENSMUSG00000014959	Gorasp2	67.526	109.544	86.0923	82.1278	97.5308	93.9686	105.38	93.4273	108.12
ENSMUSG00000014980	Tsen15	24.987	30.7937	50.2548	93.3668	33.2758	23.5353	44.7452	52.5154	46.1413
ENSMUSG00000015001	Oc90	0.0979555	0.0262923	0	0	0.0332942	0.0856168	0	0.324471	0
ENSMUSG00000015002	Efr3a	29.6187	17.2373	20.2426	15.3173	21.8484	22.2473	24.1793	22.3998	19.8731
ENSMUSG00000015023	Ddx19a	29.9121	21.2211	39.9136	42.8072	28.9656	23.7874	30.0748	28.5559	29.7497
ENSMUSG00000015053	Gata2	2.12666	9.46786	1.15224	3.85582	6.65558	11.972	6.237	5.45218	4.48996
ENSMUSG00000015083	C8g	1.84926	0.713347	0.573814	0.777437	0.80518	2.26499	0.941163	1.32153	0.956977
ENSMUSG00000015085	Entpd2	0.425454	0.502463	0.164261	0.118805	0.48592	1.54121	1.76061	2.47528	1.42241
ENSMUSG00000015087	Rabl6	64.1887	36.1624	56.8563	53.6127	36.451	67.2497	36.5809	43.5868	58.4621
ENSMUSG00000015090	Ptgds	0.128609	0.330124	0	0	1.28051	0.539649	0.115296	0	2.25868
ENSMUSG00000015092	Edf1	111.279	231.271	111.845	125.598	245.008	80.6187	166.537	172.114	223.722
ENSMUSG00000015093	Clic3	19.0057	2.60054	4.06419	0.0794972	1.70983	0.686118	0.334379	0.31059	11.9233
ENSMUSG00000015094	Npdc1	37.3004	52.1307	25.6029	16.7731	53.342	103.978	74.1502	69.2093	72.6037
ENSMUSG00000015095	Fbxw5	22.0465	20.0344	23.5595	26.3503	46.8168	40.7402	27.7649	35.5341	43.172
ENSMUSG00000015112	Slc25a13	11.0537	8.46268	19.4242	9.96071	9.24574	2.38255	4.29907	4.02154	5.09556
ENSMUSG00000015120	Ube2i	83.5684	85.0883	117.946	140.651	111.536	85.1146	96.5976	95.6374	82.3823
ENSMUSG00000015126	Tsr3	21.6793	24.2824	24.7312	27.0249	23.3594	22.2967	26.8223	26.7229	23.6298
ENSMUSG00000015127	Unkl	2.16518	1.49247	3.11079	3.3452	4.27132	7.97084	2.15673	2.53001	2.51615
ENSMUSG00000015133	Lrrk1	6.86883	9.22563	5.8022	6.69507	9.68908	8.51376	5.47942	7.67698	6.75552
ENSMUSG00000015134	Aldh1a3	0.799323	0.843397	1.98848	1.03299	0.76551	0.404905	1.4258	1.06176	0.464403
ENSMUSG00000015143	Actn1	64.9288	369.589	86.4524	62.2226	176.182	118.182	171.003	167.229	115.226
ENSMUSG00000015149	Sirt2	29.4704	66.5873	35.4962	41.5538	84.8501	86.7893	59.2762	61.4851	67.537
ENSMUSG00000015165	Hnrnpl	333.901	122.124	233.789	304.876	147.217	178.851	177.96	166.097	158.489
ENSMUSG00000015176	Nolc1	43.2775	23.9954	124.93	171.495	20.527	16.202	16.7247	15.2605	19.6296
ENSMUSG00000015189	Casd1	8.29423	5.61288	3.76856	5.35462	7.52723	8.50548	8.31246	7.84942	7.31312
ENSMUSG00000015202	Cnksr3	3.26156	2.21656	2.85051	4.14266	2.64835	15.0976	5.04661	5.02031	3.08415
ENSMUSG00000015214	Mtmr1	4.76312	2.42882	5.90296	4.90623	4.56317	5.25223	3.33504	4.29075	5.28058
ENSMUSG00000015217	Hmgb3	43.0118	6.16102	15.5305	26.5501	3.13751	2.0968	8.50202	11.1213	3.08358
ENSMUSG00000015222	Map2	9.33132	6.84229	9.86252	3.0506	11.8834	16.5642	15.7692	15.3923	7.87238
ENSMUSG00000015224	Cyp2j9	2.04098	0.497679	0.628701	0.179487	0.651258	0.356066	0.636678	0.723321	0.651792
ENSMUSG00000015242	Nipsnap3a	0	0	0	0	0	0	0	0	0
ENSMUSG00000015243	Abca1	49.0526	5.92822	16.3451	1.2203	14.9537	11.9727	3.54008	3.68417	10.2136
ENSMUSG00000015247	Nipsnap3b	47.003	36.4083	37.2964	27.79	50.6786	14.9028	34.9839	29.1829	42.9143
ENSMUSG00000015289	Lage3	61.2995	43.4124	65.9549	72.8387	69.8744	30.4039	49.5305	51.7461	65.0234
ENSMUSG00000015290	Ubl4	40.0008	44.2495	45.435	42.7267	35.6911	35.4055	47.3666	43.9132	37.1889
ENSMUSG00000015291	Gdi1	59.9574	65.2084	57.4024	42.4989	135.189	169.676	96.7029	116.46	165.733
ENSMUSG00000015305	Sash1	4.5332	6.45507	5.50446	6.19443	14.6232	20.2673	8.03779	7.52303	12.0966
ENSMUSG00000015312	Gadd45b	8.48216	37.1316	9.86931	24.3974	25.9999	33.3193	30.1405	41.1622	18.3796
ENSMUSG00000015314	Slamf6	0	0	0	0	0	0	0	0	0
ENSMUSG00000015316	Slamf1	0	0	0	0	0	0	0	0	0
ENSMUSG00000015335	Zdhhc12	21.0436	58.6531	52.708	27.6146	73.3331	22.2603	37.2757	39.8492	48.2185
ENSMUSG00000015337	Endog	2.25742	12.2264	15.4626	24.6725	6.34443	10.1178	15.3619	12.8659	9.97357
ENSMUSG00000015340	Cybb	0	0.101561	0.0094946	0	0.0615569	0.281118	0.41016	0.242609	1.94722
ENSMUSG00000015341	Golga7	51.5337	58.0045	68.2071	58.0754	82.5716	54.5624	68.4536	70.1848	66.8657
ENSMUSG00000015342	Xk	1.22792	1.82259	1.59528	0.708052	1.24496	0.474703	0.910587	0.815259	0.684018
ENSMUSG00000015354	Pcolce2	63.4879	43.8465	80.6084	9.11474	21.1171	11.8691	7.30229	6.71791	35.0917
ENSMUSG00000015355	Cd48	0	0	0	0	0.0653018	0	0.207529	0.231634	0
ENSMUSG00000015357	Clpx	21.8337	9.09292	15.0709	20.2888	14.0659	9.01736	12.1568	10.769	13.7901
ENSMUSG00000015363	Trabd	19.0079	17.1065	12.3014	15.0311	18.336	15.2895	16.4842	18.772	20.654
ENSMUSG00000015365	Mov10l1	0	0.01915	0.271646	0.0390088	0.0121219	0.0812319	0.143661	0	0.0463984
ENSMUSG00000015377	Dennd6b	1.06866	0.401708	1.14749	1.65104	0.932595	1.23914	0.618345	0.751817	0.743431
ENSMUSG00000015396	Cd83	0.323566	0.038053	0.0222973	0	0.048187	1.37694	0.520663	0.370335	0.122921
ENSMUSG00000015401	Tmem27	0.0847153	0.0349294	0.0818709	0	0.0442315	0	0	0	0.112835
ENSMUSG00000015405	Ace2	0.0278486	0.0243831	0.0671161	0.0544963	0.0145023	0	0.140492	0.0732056	0.0394848
ENSMUSG00000015437	Gzmb	0	0.0608559	0.106976	0	0.115594	0	0	0	0.147436
ENSMUSG00000015441	Gzmf	0	0	0	0	0	0	0	0	0
