Gene ID	Symbol	MEF	Day2	Day4	Day6	Day8	IPS	ES
ENSMUSG00000027489	Necab3	0.190122	0.27673	0.995012	1.07252	0.445189	2.082	4.09783
ENSMUSG00000027490	E2f1	11.2544	12.8949	15.1637	10.4721	10.8679	16.744	18.8904
ENSMUSG00000027495	Fam210b	3.03944	2.96618	3.01492	3.00871	2.94741	2.64159	2.814
ENSMUSG00000027496	Aurka	15.429	14.2077	47.4615	37.1086	41.2457	108.855	80.0228
ENSMUSG00000027498	Cstf1	12.136	11.2022	21.3913	18.7634	13.3571	16.6295	29.9788
ENSMUSG00000027499	Pkia	5.29641	5.08755	4.06396	4.59925	4.13884	0.363549	0.348401
ENSMUSG00000027500	Stmn2	148.71	121.722	97.3346	46.6046	105.602	241.75	174.505
ENSMUSG00000027502	Rtfdc1	32.6434	35.1751	29.5289	32.9335	38.8743	37.9721	24.4447
ENSMUSG00000027505	Fam209	0.0462556	0.113588	0.0961162	0.0847094	0.196431	0.0447454	0
ENSMUSG00000027506	Tpd52	12.2585	10.8855	7.25464	11.6166	10.4913	63.0265	75.0216
ENSMUSG00000027508	Pag1	0.917769	0.794182	0.773163	0.874807	0.849352	0.106604	0.287418
ENSMUSG00000027509	Rae1	26.2317	21.732	39.8131	45.4754	45.2649	98.6728	65.9139
ENSMUSG00000027510	Rbm38	1.72424	0.964831	18.6574	13.9536	11.6875	17.2468	45.1212
ENSMUSG00000027513	Pck1	0	0	0	0.00893397	0	0	0.0122844
ENSMUSG00000027514	Zbp1	0.193253	0.164372	14.3224	13.0762	25.9231	2.24635	2.32697
ENSMUSG00000027517	Ankrd60	0	0	0	0	0	0	0
ENSMUSG00000027518	1700021F07Rik	0	0	0	0	0	0	0
ENSMUSG00000027519	Rab22a	13.5347	12.2368	9.50935	9.14445	8.8461	4.5482	4.65909
ENSMUSG00000027520	Zdbf2	0.00809445	0.0116521	0.0211058	0.0167618	0.13889	2.70566	9.90802
ENSMUSG00000027522	Stx16	17.2092	19.5516	28.1091	23.5144	15.2259	8.39504	14.5406
ENSMUSG00000027523	Gnas	726.621	710.288	545.986	573.389	537.51	138.345	98.693
ENSMUSG00000027524	Edn3	0	0	0	0	0	0.00802511	0.0103849
ENSMUSG00000027525	Phactr3	0	0	0.0306069	0.00899319	0	0.450973	0.260025
ENSMUSG00000027528	Fabp9	0	0	0	0	0	0.0571846	0
ENSMUSG00000027530	Fabp12	0	0	0	0	0	0	0.406518
ENSMUSG00000027531	Impa1	31.1972	28.1381	20.8949	19.5623	19.7835	29.4027	33.4539
ENSMUSG00000027533	Fabp5	24.5607	35.857	135.057	51.6054	81.5022	8.44441	12.4364
ENSMUSG00000027534	Snx16	7.12705	6.52395	5.32599	5.49154	4.80105	3.61277	5.26012
ENSMUSG00000027536	Chmp4c	1.81143	1.57655	0.194712	0.541699	0.999278	10.6379	26.7875
ENSMUSG00000027540	Ptpn1	12.2483	11.3149	13.339	11.4162	9.35407	8.57794	11.68
ENSMUSG00000027544	Nfatc2	0.0416218	0.0570341	0.526069	0.864352	0.805986	1.05562	0.755168
ENSMUSG00000027546	Atp9a	8.6902	10.3309	8.71127	12.5159	11.2994	9.75118	28.1019
ENSMUSG00000027547	Sall4	0.0614587	0.0252538	0.106632	0.585912	8.34819	112.123	33.4279
ENSMUSG00000027550	Lrrcc1	9.38541	11.002	6.38823	4.53864	3.63264	2.97579	6.96357
ENSMUSG00000027551	Zfp64	5.55153	5.77552	11.1576	9.11429	7.22415	13.6339	43.5548
ENSMUSG00000027552	E2f5	8.31193	10.209	8.67489	7.16496	7.89263	12.6019	24.103
ENSMUSG00000027555	Car13	31.7472	34.2296	18.0505	16.3685	15.0656	4.79845	9.42709
ENSMUSG00000027556	Car1	0	0.0197221	0	0.044146	0.0513144	0.0233881	0
ENSMUSG00000027559	Car3	0	0.0595968	0.264577	0.600075	0.271422	0.512837	0.0687696
ENSMUSG00000027560	Dok5	3.06455	3.26478	0.608475	1.44988	1.94643	0.236751	0.115025
ENSMUSG00000027562	Car2	0.0449206	0.0245981	0.218387	0.316479	5.46736	29.0471	21.637
ENSMUSG00000027564	Cypt12	0	0	0	0	0	0	0
ENSMUSG00000027566	Psma7	223.976	195.216	246.802	250.818	338.27	547.316	327.681
ENSMUSG00000027568	Ntsr1	0	0	0	0	0	0	0
ENSMUSG00000027569	Mrgbp	12.5475	10.4217	17.5718	19.3831	18.6451	20.2354	16.9635
ENSMUSG00000027570	Col9a3	2.79674	3.80309	1.0548	3.27726	1.34953	1.0827	1.27141
ENSMUSG00000027573	Gid8	27.0065	22.8287	25.2787	27.0825	30.1095	68.2046	34.2059
ENSMUSG00000027574	Nkain4	7.33738	12.2219	0.797705	1.46078	1.36271	6.09478	4.57598
ENSMUSG00000027575	Arfgap1	74.9812	76.2454	47.6145	55.2472	47.815	20.1213	18.7835
ENSMUSG00000027577	Chrna4	0	0.0320477	0.418827	0.167074	0.182806	0.113012	0.0765935
ENSMUSG00000027579	Srms	0	0.00831931	0.0316509	0.0186154	0.0325065	0.0395464	0.0639897
ENSMUSG00000027580	Helz2	2.66794	2.11702	1.6351	2.03507	1.12833	0.173901	0.178443
ENSMUSG00000027581	Stmn3	0.0251563	0	0.0261842	0.115452	0.50987	10.2044	6.08189
ENSMUSG00000027582	Zgpat	11.3576	11.3067	15.1798	15.0195	12.3523	7.28	13.4539
ENSMUSG00000027583	Zbtb46	3.30378	3.10653	1.42466	1.75436	1.08214	0.881562	1.12552
ENSMUSG00000027584	Oprl1	0.0795741	0.149674	0.135608	0.0837514	0.0731136	0.250338	0.0575798
ENSMUSG00000027589	Pcmtd2	12.1319	15.2439	18.9285	14.7852	12.7017	4.26934	8.03274
ENSMUSG00000027593	Raly	133.329	130.266	159.977	142.881	131.39	268.827	292.329
ENSMUSG00000027596	a	0	0	0	0	0	0	0
ENSMUSG00000027597	Ahcy	22.5632	19.4226	41.2294	38.3305	49.6712	97.9012	46.6537
ENSMUSG00000027598	Itch	18.11	17.5403	12.2981	11.9179	8.42798	6.07415	12.6566
ENSMUSG00000027599	Armc1	15.5468	14.2642	17.0646	16.6528	17.4917	25.0211	22.5751
ENSMUSG00000027601	Mtfr1	24.3356	21.1589	26.2716	24.1922	20.6076	29.1231	45.6322
ENSMUSG00000027602	Map1lc3a	77.1163	93.0079	29.9843	46.8379	46.7335	20.4726	21.8974
ENSMUSG00000027603	Ggt7	1.87892	2.13447	2.02431	1.89608	0.990367	0.232231	0.519048
ENSMUSG00000027605	Acss2	5.65731	3.98254	12.5377	14.6201	9.38735	2.96549	9.27748
ENSMUSG00000027606	Dnajc5b	0.0958201	0.0313999	0	0.0351265	0	0	0.0483273
ENSMUSG00000027610	Gss	27.4772	27.0118	22.0682	54.106	47.6257	13.3282	20.5327
ENSMUSG00000027611	Procr	13.8144	15.9395	3.66504	2.72304	2.9839	0.818263	0.536847
ENSMUSG00000027612	Mmp24	0.0133233	0.0165415	0.00703475	0.018721	0.0147229	0.115224	0.089218
ENSMUSG00000027613	Eif6	94.8559	83.4873	108.168	109.312	198.876	347.475	92.239
ENSMUSG00000027615	Hps3	6.82595	5.89914	5.49678	5.8627	5.6087	3.43685	2.7408
ENSMUSG00000027618	Nfs1	16.7894	15.5255	26.6108	24.9507	25.4796	20.5862	31.6043
ENSMUSG00000027620	Rbm39	141.818	144.728	161.356	143.733	122.656	153.407	191.956
ENSMUSG00000027624	Epb4.1l1	22.0874	25.0268	8.22072	7.03817	6.57894	6.63532	11.7039
ENSMUSG00000027628	Aar2	11.5147	9.96102	12.865	14.4434	17.012	21.028	12.851
ENSMUSG00000027630	Tbl1xr1	10.6279	12.2105	6.00366	7.08819	5.86434	7.88792	8.20353
ENSMUSG00000027634	Ndrg3	23.1889	27.2166	31.1388	30.9768	30.419	17.6443	9.90251
ENSMUSG00000027635	Dsn1	9.56382	10.1298	16.6139	13.1694	9.61874	11.5987	17.0723
ENSMUSG00000027636	Sla2	0.125506	0.0342413	0.120554	0.175301	0.139838	0.192818	0.0788008
ENSMUSG00000027637	1110008F13Rik	100.663	85.6219	85.7816	100.097	139.077	173.229	71.6062
ENSMUSG00000027639	Samhd1	62.4058	56.5045	42.4685	35.8614	27.4464	23.84	18.8322
ENSMUSG00000027641	Rbl1	3.55573	3.25784	5.69407	3.35444	2.76291	3.32053	8.88382
ENSMUSG00000027642	Rpn2	229.508	229.802	193.802	188.525	215.691	161.158	122.737
ENSMUSG00000027643	Ghrh	0	0	0	0	0	0	0
ENSMUSG00000027646	Src	18.596	17.3823	10.458	11.5801	7.89442	9.96718	18.5034
ENSMUSG00000027649	Ctnnbl1	16.1152	15.6179	24.7274	26.9564	23.5953	40.1253	38.1081
ENSMUSG00000027650	Tti1	5.99205	7.67326	11.1401	8.34945	6.74641	12.0294	20.7009
ENSMUSG00000027651	Rprd1b	5.99669	5.67454	10.768	10.6471	8.95531	10.936	9.02283
ENSMUSG00000027652	Ralgapb	10.7877	8.74889	6.68344	6.34076	4.81433	4.54265	9.63453
ENSMUSG00000027654	Fam83d	4.63542	4.76989	12.4079	9.96409	8.57312	10.7393	18.2558
ENSMUSG00000027655	Dhx35	5.02021	4.86582	9.04494	8.24526	5.37449	8.30747	19.5738
ENSMUSG00000027656	Wisp2	64.1942	133.421	22.6834	74.6585	76.432	1.11433	0.29583
ENSMUSG00000027660	Skil	9.62135	8.10041	2.37049	2.48293	2.43668	4.21454	7.36912
ENSMUSG00000027661	Slc2a10	5.8628	6.58556	2.60175	3.45315	3.20322	0.0140194	0.0272077
ENSMUSG00000027663	Zmat3	12.9951	10.1376	24.4338	26.0263	19.039	6.94053	12.4849
ENSMUSG00000027665	Pik3ca	11.9659	11.4954	7.92041	7.77196	7.53189	3.82906	4.75502
ENSMUSG00000027667	Zfp639	25.3006	24.8251	24.7596	23.6897	24.4922	26.574	16.3252
ENSMUSG00000027668	Mfn1	18.3665	15.1404	16.8228	14.0043	12.0054	13.2768	18.473
ENSMUSG00000027669	Gnb4	15.7066	25.3091	2.52063	2.40126	1.50731	1.85848	4.09822
ENSMUSG00000027670	Ocstamp	0	0	0	0	0	0.0271303	0.0702002
ENSMUSG00000027671	Actl6a	25.3314	25.3467	43.1091	35.9651	37.9741	134.364	129.428
ENSMUSG00000027673	Ndufb5	101.747	100.569	139.081	150.12	238.155	340.22	222.716
ENSMUSG00000027674	Pex5l	0.0238874	0	0.0222611	0.0876086	0.132275	0.0460666	0.158389
ENSMUSG00000027676	Ccdc39	2.03269	2.01616	4.85053	5.51563	3.09409	1.71657	3.24283
ENSMUSG00000027677	Ttc14	16.8588	19.1714	20.7308	18.9254	13.6996	9.44698	26.8084
ENSMUSG00000027678	Ncoa3	4.34696	3.85529	6.14133	5.29231	3.99518	19.6864	31.1512
ENSMUSG00000027679	Dnajc19	3.33659	3.12582	3.03122	4.11512	8.65271	15.0414	6.8378
ENSMUSG00000027680	Fxr1	68.1693	69.5411	75.7069	61.256	54.2054	99.9326	156.721
ENSMUSG00000027684	Mecom	52.4102	57.6356	20.5872	13.7453	10.6661	0.133642	0.165991
ENSMUSG00000027690	Slc2a2	0.0163962	0	0	0	0	0	0
ENSMUSG00000027692	Tnik	0.334527	0.931778	0.217193	0.557956	0.407124	0.153417	0.576348
ENSMUSG00000027694	Gm8325	46.0264	43.0848	50.7428	49.8889	48.9294	50.765	36.6973
ENSMUSG00000027695	Pld1	5.0816	3.50201	3.96211	3.45217	3.97972	0.353152	0.671857
ENSMUSG00000027698	Nceh1	3.25501	2.80559	2.5336	2.45748	3.13395	2.77208	4.37757
ENSMUSG00000027699	Ect2	7.44518	6.76634	23.9926	15.6927	10.8911	29.306	61.6273
ENSMUSG00000027702	Lrrc34	0	0.0578439	0.0293451	0.051772	0.692797	23.408	25.8915
ENSMUSG00000027703	Lrriq4	0	0	0	0	0.0637236	0.974699	3.78556
ENSMUSG00000027706	Sec62	54.8377	60.9885	35.4154	40.4857	44.3518	18.3822	19.5013
ENSMUSG00000027708	Dcun1d1	8.40405	7.79306	7.79214	7.08076	7.49327	4.85711	4.33101
ENSMUSG00000027709	Mccc1	15.7921	12.1911	13.1134	20.623	28.1363	32.7185	17.4373
ENSMUSG00000027710	Acad9	27.1916	24.5029	52.8376	59.3576	51.9114	38.7411	26.111
ENSMUSG00000027712	Anxa5	652.913	594.655	265.939	266.582	253.353	8.97659	6.34252
ENSMUSG00000027713	1810062G17Rik	0.558534	1.212	1.33281	0.421824	0.629759	0	0
ENSMUSG00000027714	Exosc9	31.5435	26.2863	36.1053	37.4436	60.2872	92.4248	40.3192
ENSMUSG00000027715	Ccna2	22.139	20.8709	60.5738	32.2323	35.6705	88.8064	87.8892
ENSMUSG00000027716	Trpc3	0	0	0.00715771	0	0.245865	0.0469796	0.0260504
ENSMUSG00000027718	Il21	0	0	0	0	0	0	0
ENSMUSG00000027719	Adad1	0	0	0	0	0	0.0726945	0.6833
ENSMUSG00000027720	Il2	0.748454	0.859729	0.856955	1.03051	1.47712	1.55329	0.740189
ENSMUSG00000027722	Spata5	13.2651	9.87334	14.4832	18.0213	32.886	112.132	22.7896
ENSMUSG00000027737	Slc7a11	2.39389	1.27204	1.0887	1.22121	0.996224	0.691866	1.31345
ENSMUSG00000027739	Rab33b	9.2587	9.74469	5.33209	6.47313	5.64223	2.02151	2.1867
ENSMUSG00000027742	Cog6	17.794	18.6351	13.3221	13.5869	11.682	8.23436	12.2872
ENSMUSG00000027744	Stoml3	0	0.0123679	0	0	0	0.0293734	0.0380554
ENSMUSG00000027746	Ufm1	57.6045	55.881	40.4764	41.8138	45.5081	32.4905	29.1417
ENSMUSG00000027748	Trpc4	0	0.00602443	0	0.00674024	0.0156982	0.0071625	0
ENSMUSG00000027750	Postn	204.265	118.925	38.7885	67.2183	68.4908	1.75872	0.496971
ENSMUSG00000027751	Supt20	17.8253	15.5811	13.4753	10.631	4.42557	11.1642	33.9055
ENSMUSG00000027752	Exosc8	27.1089	26.6525	60.6047	49.7939	61.5211	127.812	83.5956
ENSMUSG00000027761	Aadac	0	0	0.021943	0	0	0.26679	0.159694
ENSMUSG00000027762	Sucnr1	0	0	0	0	0	0	0
ENSMUSG00000027763	Mbnl1	35.1461	39.8564	18.54	18.8237	18.6688	1.94772	1.73574
ENSMUSG00000027765	P2ry1	0.00651056	0.0107054	0.305438	0.443164	0.251084	0.101835	0.107039
ENSMUSG00000027770	Dhx36	21.089	17.7715	21.132	17.3227	14.6431	17.879	29.7811
ENSMUSG00000027774	Gfm1	25.1286	20.694	30.5679	27.4234	27.6933	50.5529	44.3688
ENSMUSG00000027775	Mfsd1	60.2054	46.767	27.7988	31.696	33.2675	19.0582	21.4667
ENSMUSG00000027776	Il12a	0	0	0.0229349	0.161858	0.188173	0	0
ENSMUSG00000027777	Schip1	21.9325	20.3862	10.5084	14.5921	16.7431	35.3933	31.8626
ENSMUSG00000027778	Ift80	8.65687	8.77171	8.87466	6.57138	5.33916	5.15173	12.0081
ENSMUSG00000027782	Kpna4	16.0321	13.7974	11.7498	11.3045	9.73101	9.55229	15.3987
ENSMUSG00000027783	Arl14	0	0	0	0	0	0	0
ENSMUSG00000027784	Ppm1l	0.921401	0.610588	1.40935	1.21235	1.00616	0.365793	1.05392
ENSMUSG00000027787	Nmd3	38.4115	28.7946	44.7224	45.7956	55.2581	108.549	67.0346
ENSMUSG00000027788	Otol1	0	0.00999749	0	0	0	0	0.0153801
ENSMUSG00000027790	Sis	0	0	0	0	0	0	0.0106953
ENSMUSG00000027792	Bche	0.0440393	0.0493813	0.0292302	0.00736659	0.0257451	0.191885	0.706541
ENSMUSG00000027793	Ccna1	0.0521261	0.0428043	0.443389	0.367143	0.389923	0.33874	0.351231
ENSMUSG00000027794	Sohlh2	0	0	0.011504	0.0202977	0.0118135	7.86296	23.4928
ENSMUSG00000027796	Smad9	0.823452	1.93579	0.373523	0.475111	0.20941	0.00455027	0.135347
ENSMUSG00000027797	Dclk1	15.786	21.1443	9.53131	12.2667	14.9517	0.085948	0.0514286
ENSMUSG00000027799	Nbea	3.56251	3.30347	3.9448	3.99109	2.30958	0.242974	0.612627
ENSMUSG00000027800	Tm4sf1	62.8627	97.1076	28.6019	40.6276	86.6067	1.65289	0.194531
ENSMUSG00000027801	Tm4sf4	0.0365933	0	0	0	0.0195482	0	0
ENSMUSG00000027803	Wwtr1	26.9714	26.5915	36.0554	34.3691	31.7337	6.06317	16.3204
ENSMUSG00000027804	Ppid	24.4612	22.9632	50.0931	45.7747	48.8082	73.8654	64.9599
ENSMUSG00000027805	Pfn2	50.9743	51.0526	52.9487	60.8864	67.7078	11.695	9.05325
ENSMUSG00000027806	Tsc22d2	15.6204	13.4783	5.90246	6.64435	5.20034	2.0187	2.05186
ENSMUSG00000027808	Serp1	112.898	93.5268	66.8817	77.5811	68.0736	38.8167	44.2098
ENSMUSG00000027809	Etfdh	25.8687	25.4462	32.3226	32.89	27.5558	15.1046	16.8321
ENSMUSG00000027810	Eif2a	47.0329	44.2395	52.763	43.5752	50.6899	93.9349	67.9864
ENSMUSG00000027811	4930579G24Rik	3.96476	3.75677	7.50987	5.69358	6.23826	14.4515	13.0241
ENSMUSG00000027820	Mme	39.3974	45.5463	24.8133	14.9799	8.52342	7.02716	35.1205
ENSMUSG00000027822	Slc33a1	11.9795	11.9993	9.86409	10.9242	10.6273	2.85705	5.96733
ENSMUSG00000027823	Gmps	9.91792	9.12289	12.5792	10.2502	10.2958	14.1207	12.1847
ENSMUSG00000027824	Vmn2r1	0.0282718	0.0329181	0.0196447	0.025997	0.0117704	0.00920561	0.18071
ENSMUSG00000027827	Kcnab1	1.19306	1.35077	1.43965	0.960081	0.919463	0.0377131	0.0653906
ENSMUSG00000027828	Ssr3	198.383	194.419	145.316	142.184	121.109	62.8782	101.673
ENSMUSG00000027829	Ccnl1	42.0506	44.1085	52.0561	48.0208	42.4875	38.121	27.7024
ENSMUSG00000027831	Veph1	0.93244	0.871051	0.5368	0.830096	0.826777	0.0833208	0.162266
ENSMUSG00000027832	Ptx3	151.166	217.847	65.554	119.418	112.667	0.652739	0.315107
ENSMUSG00000027833	Shox2	0.465816	0.557979	0.0516455	0.090969	0.101534	0.116163	0.143226
ENSMUSG00000027834	Serpini1	0.272512	0.780486	0.903514	0.255761	0.255251	1.28481	0.852684
ENSMUSG00000027835	Pdcd10	12.1694	15.1332	12.5837	13.2957	16.3589	22.2602	13.4697
ENSMUSG00000027840	Wnt2b	0.34841	0.432564	0.274262	0.248521	0.068545	0.0277998	0.0359674
ENSMUSG00000027843	Ptpn22	0.102949	0.0232146	0.0522108	0.0259721	0.172879	0.864615	1.5191
ENSMUSG00000027845	Dclre1b	1.54141	1.54565	4.47809	3.91785	2.65219	3.35958	3.70581
ENSMUSG00000027848	Olfml3	4.18744	6.90142	6.12001	12.2377	18.1023	0.415002	0.179007
ENSMUSG00000027849	Syt6	7.01E-13	0.00971478	0.0246392	4.78E-11	5.19E-17	0.0231068	0.0530249
ENSMUSG00000027852	Nras	35.0554	30.1269	28.5646	24.6866	32.7088	44.4432	25.1834
ENSMUSG00000027854	Sike1	27.2622	27.2709	21.7125	18.0952	14.7505	12.3915	20.2763
ENSMUSG00000027855	Sycp1	0	0	0.00772141	0	0	1.75551	2.07001
ENSMUSG00000027857	Tshb	0.0633555	0	0	0	0	0.122034	0
ENSMUSG00000027858	Tspan2	9.10623	11.2811	1.11681	0.711817	0.378485	0.942998	5.0309
ENSMUSG00000027859	Ngf	15.6864	9.95414	2.61228	3.08574	4.80604	0.212472	0.0689616
ENSMUSG00000027860	Vangl1	15.1821	14.7753	8.4365	7.35152	6.69044	18.8315	51.2967
ENSMUSG00000027861	Casq2	0.0788623	0.456982	0.055462	0	0.0228943	0.198461	0.218206
ENSMUSG00000027863	Cd2	0	0	0.057452	0.0279688	0.219628	0.360584	0.499639
ENSMUSG00000027864	Ptgfrn	16.0279	13.486	28.5192	30.4004	30.0607	11.1392	21.6102
ENSMUSG00000027865	Gdap2	7.8275	7.31578	5.06415	5.41229	4.31373	3.83747	4.09263
ENSMUSG00000027867	Spag17	0.00342995	1.11E-72	0.226613	0.00360375	1.22E-15	3.54E-15	1.3911e-224
ENSMUSG00000027868	Tbx15	56.8511	57.2911	42.9078	43.5765	40.6203	0.320358	0.717889
ENSMUSG00000027869	Hsd3b6	0	0	0	0	0	0	0
ENSMUSG00000027870	Hao2	0	0	0	0	0	0	0
ENSMUSG00000027871	Hsd3b1	0.0357539	0	0	0.0301264	0	0	0
ENSMUSG00000027875	Hmgcs2	0	0.172158	2.77338	2.67875	4.3944	0.0227407	0.0650507
ENSMUSG00000027876	Reg4	0	0	0	0.0262219	0.0304628	0.0277754	0.0721377
ENSMUSG00000027878	Notch2	5.65879	5.35562	7.49655	7.34997	6.97552	1.37538	1.81054
ENSMUSG00000027879	Sec22b	71.5511	71.1377	45.0753	56.1629	59.3727	39.6821	31.9392
ENSMUSG00000027880	Slc25a54	0.0179953	0.0397507	0	0	0.0769146	0	0
ENSMUSG00000027881	Prpf38b	52.7882	46.5911	92.7189	87.3877	56.038	41.056	60.9361
ENSMUSG00000027882	Stxbp3a	17.1767	15.9063	19.3068	21.8427	17.3818	5.26566	6.35727
ENSMUSG00000027883	Gpsm2	22.5324	13.6	17.9916	17.4833	11.7394	6.48654	14.9539
ENSMUSG00000027884	Clcc1	18.0078	20.3896	24.3189	19.4934	16.2179	9.10569	17.4845
ENSMUSG00000027886	1700013F07Rik	0.149348	0	0.0517047	0	0	0.0962253	0.229652
ENSMUSG00000027887	Sypl2	0	0	0.381874	0.530426	0.396677	0.210025	0.0784576
ENSMUSG00000027889	Ampd2	17.646	15.6949	41.1814	42.7964	29.8722	15.8937	21.733
ENSMUSG00000027890	Gstm4	6.70323	7.57018	10.0707	15.7312	13.4171	7.01261	10.8548
ENSMUSG00000027893	Ahcyl1	61.3242	52.8944	56.6713	51.7288	39.1146	17.6273	29.9063
ENSMUSG00000027894	Slc6a17	2.16518	2.17033	0.262664	0.134994	0.330784	0.126438	0.0107681
ENSMUSG00000027895	Kcnc4	0	0	0.0177489	0.0156592	0	0.0499116	0.150713
ENSMUSG00000027896	Slc16a4	16.5023	16.6051	3.07713	1.81418	1.92809	0.18927	0.763226
ENSMUSG00000027900	Dram2	21.6143	20.2997	17.5255	16.3188	13.8324	6.28597	10.3479
ENSMUSG00000027901	Dennd2d	0.743614	1.17707	0.510328	0.935998	0.496366	0.0880472	0.0974378
ENSMUSG00000027902	BC051070	0	0	0	0	0	0	0
ENSMUSG00000027905	Ddx20	7.34407	6.8862	12.4676	10.6951	12.5057	35.8258	19.7737
ENSMUSG00000027907	S100a11	654.094	750.608	532.456	628.51	919.007	171.164	68.7465
ENSMUSG00000027908	Tchhl1	0	0	0	0	0	0	0.0323043
ENSMUSG00000027912	Lce1m	0	0	0	0	0	0	0
ENSMUSG00000027913	Crct1	2.49477	0.984771	0.0925845	0	0.0473146	0.560486	0.106673
ENSMUSG00000027919	Lce1g	0	0	0	0	0	0	0
ENSMUSG00000027923	Lce1b	0	0	0	0	0	0	0
ENSMUSG00000027925	Sprr2j-ps	0	0	0	0	0	0	0
ENSMUSG00000027927	Lelp1	0	0	0	0	0	0	0
ENSMUSG00000027931	Npr1	0.219747	0.171022	0.324962	0.595312	1.12412	18.5313	16.0801
ENSMUSG00000027932	Slc27a3	8.48166	17.2481	49.0711	51.544	33.4607	3.94224	9.50204
ENSMUSG00000027933	Ints3	15.0356	13.9267	22.5602	21.9988	17.9677	32.5975	30.5699
ENSMUSG00000027935	Rab13	30.7417	39.4586	36.4205	38.3427	49.8694	12.4216	4.61717
ENSMUSG00000027936	Crtc2	13.6211	12.6765	16.0435	14.3621	10.6541	9.92946	8.32936
ENSMUSG00000027937	Jtb	40.1047	34.5162	38.3976	52.8754	72.179	55.9162	28.5672
ENSMUSG00000027938	Creb3l4	1.46235	2.41535	2.42925	2.40688	2.87608	2.11757	1.96387
ENSMUSG00000027939	Nup210l	0.29398	0.198455	0.494128	0.290667	0.150488	0.0987129	0.144305
ENSMUSG00000027940	Tpm3	136.711	124.034	139.681	140.991	175.653	191.828	105.568
ENSMUSG00000027942	4933434E20Rik	50.8357	38.4216	34.1963	34.1578	40.0893	22.9696	17.3374
ENSMUSG00000027944	Hax1	28.4744	26.7823	22.2775	23.2019	29.9606	72.3889	55.549
ENSMUSG00000027947	Il6ra	0.709288	0.630094	2.46066	1.52215	0.604449	0.0670827	0.790838
ENSMUSG00000027950	Chrnb2	0.0742077	0.0610228	0.120901	0.11948	0.0646183	0.226815	0.164264
ENSMUSG00000027951	Adar	8.96475	7.0489	10.0123	8.72447	5.37336	8.31318	14.0789
ENSMUSG00000027952	Pmvk	28.1656	19.4301	25.7723	29.5302	28.2066	62.5395	58.6724
ENSMUSG00000027953	Slc50a1	65.1034	74.8059	63.5255	72.3878	93.3626	20.6491	32.2042
ENSMUSG00000027954	Efna1	15.8356	13.443	8.19781	9.06798	6.29408	0.830227	1.00617
ENSMUSG00000027955	Fam198b	40.5979	23.0401	6.03137	8.2214	7.38492	0.589763	1.46026
ENSMUSG00000027956	Tmem144	2.35052	1.11937	0.872159	1.47942	1.44589	1.10975	3.00187
ENSMUSG00000027957	Slc35a3	4.48903	4.79695	5.51273	3.93197	2.79323	2.52872	5.17492
ENSMUSG00000027959	Sass6	1.83893	1.70886	2.81467	1.97848	1.59795	3.12731	4.31418
ENSMUSG00000027961	Lrrc39	0.46731	0.511037	0.771393	0.611064	0.668391	0.295254	0.22928
ENSMUSG00000027962	Vcam1	12.8416	21.2355	35.5339	37.2084	39.519	0.41762	0.170638
ENSMUSG00000027963	Extl2	15.7012	15.9626	12.3088	12.0214	12.0348	1.6114	1.83158
ENSMUSG00000027965	Olfm3	0	0.0105854	0	0.00592143	0	0	0
ENSMUSG00000027966	Col11a1	86.6455	67.3547	57.7694	77.1988	71.2416	0.393802	0.725923
ENSMUSG00000027967	Neurog2	0	0	0.0982204	0.119141	0.0378195	0.0115018	0
ENSMUSG00000027968	Larp7	24.7124	23.4051	33.6076	34.4939	35.0623	51.337	40.1483
ENSMUSG00000027971	Ndst4	0.0125599	0.0479938	0.209368	0.0806558	0.202427	0.0122587	0
ENSMUSG00000027973	1700006A11Rik	0	0	0	0	0	0	0
ENSMUSG00000027977	Ndst3	0.0274157	0.0339491	0.0683463	0.0493957	0.0702479	0.00457809	0.0059207
ENSMUSG00000027978	Prss12	3.42778	3.23762	4.46826	3.85523	2.57377	0.0194082	0
ENSMUSG00000027981	Rnpc3	10.4935	9.41108	12.449	10.125	8.66538	12.1524	16.6835
ENSMUSG00000027983	Cyp2u1	0.425902	0.423484	0.441838	0.865538	0.418453	0.0328293	0.282106
ENSMUSG00000027984	Hadh	39.4692	41.3832	65.9868	66.2532	59.9878	91.0555	123.682
ENSMUSG00000027985	Lef1	0.045592	0.0467644	0.249202	0.377785	0.194884	3.2559	0.0431029
ENSMUSG00000027993	Trim2	3.99444	3.7564	8.45666	8.52407	9.22112	4.80079	4.9682
ENSMUSG00000027994	Ccdc109b	14.654	16.6437	11.9762	9.27717	11.5961	0.263306	0.149214
ENSMUSG00000027995	Tlr2	0.962063	1.5116	1.27792	1.8243	1.91445	2.71187	1.64708
ENSMUSG00000027996	Sfrp2	3.61082	6.62027	12.9007	32.618	41.1923	3.95477	1.35062
ENSMUSG00000027997	Casp6	13.5569	17.5746	20.873	13.535	13.3951	5.0283	7.57424
ENSMUSG00000027998	Plrg1	38.2424	36.852	45.1645	43.0268	48.7757	76.1498	51.3539
ENSMUSG00000027999	Pla2g12a	11.1353	10.9211	19.1534	18.8678	20.5255	14.1837	8.46071
ENSMUSG00000028001	Fga	0	0	0	0	0	0.00958581	0
ENSMUSG00000028003	Lrat	0	0	0	0.00429433	0	0	0.0177119
