Gene ID	Symbol	MEF	Day1	Day2	Day3	Day4	Day5	Day6	Day7	Day8	IPS
ENSMUSG00000024287	Thoc1	12.9432	22.2808	13.0749	15.775	25.8881	19.9006	15.8253	22.9906	27.6661	19.9475
ENSMUSG00000024290	Rock1	29.4552	23.2401	25.1905	27.3039	26.4118	24.7194	22.999	25.4231	26.3698	18.0123
ENSMUSG00000024292	Cyp4f14	0.0667972	0.0278294	0.0438108	0.101324	0.0944523	0.036826	0.151129	0.134713	0.238042	0.13621
ENSMUSG00000024293	Esco1	5.06108	6.79446	4.8547	7.41119	14.2804	10.5517	8.46835	11.8857	11.4688	10.0515
ENSMUSG00000024294	Mib1	22.6878	25.7639	29.978	28.6708	19.3556	21.226	15.6234	15.4982	13.7216	9.74303
ENSMUSG00000024295	Cyp4f41-ps	0.112083	0.321476	0.919826	0.820751	0.799586	1.03583	1.89306	0.720872	0.724549	0.646404
ENSMUSG00000024298	Zfp871	8.08256	8.08221	13.879	13.7137	10.2357	12.5732	11.3278	11.6155	12.2259	5.76302
ENSMUSG00000024299	Adamts10	23.4458	7.13182	10.2974	6.71544	2.9597	3.9423	1.69075	1.42085	1.648	2.8136
ENSMUSG00000024300	Myo1f	3.12489	3.14382	1.86236	0.266265	0.0742149	0.0752892	0.0228097	0.192863	0.492032	1.76635
ENSMUSG00000024301	Kifc5b	3.94587	12.9944	16.0924	18.9213	18.0376	24.2597	23.8058	19.41	27.5545	22.024
ENSMUSG00000024302	Dtna	1.95823	0.44282	1.11693	0.655392	0.171534	0.067989	0.156311	0.0414872	0.251598	0.206602
ENSMUSG00000024304	Cdh2	36.8415	27.1481	10.9667	4.63023	2.8631	0.532359	0.222052	0.664738	0.642605	0.721768
ENSMUSG00000024306	Ccdc178	0	0	0.0133733	0.0170875	0	0	0	0	0.015276	0.0159873
ENSMUSG00000024308	Tapbp	19.6405	12.7378	7.83392	10.4929	7.86819	9.6007	11.328	26.9664	16.6984	13.5432
ENSMUSG00000024309	H2-Ke2	33.1507	75.3594	65.9573	59.6009	66.8174	88.6088	84.5225	75.6209	83.3459	87.764
ENSMUSG00000024312	Wdr46	9.52611	24.8606	17.5447	13.5872	21.2957	22.1712	14.0138	16.7765	16.9969	17.4082
ENSMUSG00000024313	Mep1b	0.263923	0	0	0.0452168	0.562521	1.77362	13.4347	41.8561	35.4143	0.804056
ENSMUSG00000024317	Rnf138	6.75334	9.76473	9.17896	10.6449	10.0138	12.5407	14.6037	16.3566	30.1823	28.7265
ENSMUSG00000024319	Vps52	16.9361	16.9735	21.6607	19.8627	21.459	21.6751	12.8806	17.0619	15.7298	20.6461
ENSMUSG00000024325	Ring1	5.02989	3.70567	4.01495	4.30869	3.97257	4.93156	4.79624	4.25957	2.55643	3.37085
ENSMUSG00000024327	Slc39a7	126.304	93.8936	82.9614	61.6198	54.919	52.5082	47.9532	41.3362	37.7829	51.989
ENSMUSG00000024330	Col11a2	3.72468	0.333399	0.527784	0.225211	0.763923	0.228251	0.0879123	0.304337	0.12494	0.0999685
ENSMUSG00000024331	Dsc2	1.37418	7.02058	4.54968	3.67822	7.91864	6.49153	2.93781	6.2026	2.83836	0.464252
ENSMUSG00000024334	H2-Oa	0.149903	0.0403788	0.0799714	0	0.235788	0.694011	0.403939	0.409461	0.458761	0.527877
ENSMUSG00000024335	Brd2	98.2281	100.078	88.6287	91.989	207.055	97.4576	103.043	129.3	102.508	134.81
ENSMUSG00000024338	Psmb8	4.90228	2.16255	1.93121	0.256625	0.0578339	0.276066	0.198469	0.498885	0.426542	0.286674
ENSMUSG00000024339	Tap2	2.94319	0.946539	1.78371	0.589901	0.0742486	0.213539	0.645445	0.579026	0.721717	0.560647
ENSMUSG00000024340	Btnl2	0.102192	0.00791362	0.0469858	0.0400383	0	0.120097	0.0332858	0.0234275	0.0715559	0
ENSMUSG00000024346	Pfdn1	119.633	100.623	137.301	145.437	138.935	169.665	289.725	242.345	200.431	263.479
ENSMUSG00000024347	Psd2	0.22993	0.0766677	0.353951	0.273079	0.155733	0.0657301	0.127336	0.431442	0.410639	0.496115
ENSMUSG00000024349	Tmem173	12.2877	8.95812	6.00476	2.06457	0.599718	0.393526	0.186755	0.630657	0.360951	1.6802
ENSMUSG00000024350	Dnajc18	10.8309	7.10864	11.6441	11.9824	7.47468	7.71298	6.00029	5.49486	5.73887	5.36883
ENSMUSG00000024352	Spata24	12.6871	8.74241	19.6405	13.9553	7.23537	13.5654	18.1886	13.9744	8.59201	11.3494
ENSMUSG00000024353	Mzb1	0.0465129	0.100005	0.445691	0.761352	0.350615	0.525414	1.93444	0.750507	2.14687	0.238066
ENSMUSG00000024354	Slc23a1	1.16822	8.48117	4.07147	3.6645	7.66129	5.68162	4.58927	7.96441	4.64518	3.89769
ENSMUSG00000024357	Sil1	17.4565	19.1774	34.1127	38.63	19.7235	25.6146	20.4867	9.5204	11.507	9.0283
ENSMUSG00000024359	Hspa9	378.472	450.609	422.701	339.356	427.82	343.889	334.376	309.24	325.641	453.873
ENSMUSG00000024360	Etf1	69.6458	140.772	92.3948	86.1525	138.369	122.482	91.6464	104.411	116.366	143.592
ENSMUSG00000024365	Cyp21a1	0.0576371	0	0	0.0794492	0.0699315	0.0693156	0.21438	0.0592839	0.0718588	0.0236789
ENSMUSG00000024366	Gfra3	0.229469	0.0207032	0	0.0523966	0.0482823	0	0.0873483	0.0921161	0.0468055	0.0490483
ENSMUSG00000024369	Nelfe	28.9549	40.2145	52.6416	42.5458	37.0531	63.9318	72.7126	53.1546	46.6737	86.3614
ENSMUSG00000024370	Cdc23	33.5227	47.92	46.1255	49.7771	43.1168	51.1402	49.0017	53.0611	91.7778	64.7041
ENSMUSG00000024371	C2	4.80058	2.01415	1.511	1.40917	1.08355	1.99726	2.83338	2.19298	1.9068	2.41683
ENSMUSG00000024376	Epb4.1l4a	4.46591	5.05386	4.21403	5.10872	2.9623	2.72724	3.96389	8.02894	18.6955	31.6423
ENSMUSG00000024378	Stard4	10.3794	11.166	10.232	15.8757	19.2923	20.033	8.93404	11.105	6.41883	14.3307
ENSMUSG00000024379	Tslp	0.894174	0.308457	0.763561	0.244358	0.0900418	0.0450175	0	0.0576016	0.0435725	0
ENSMUSG00000024381	Bin1	33.7223	35.0284	31.4401	21.6166	9.22598	6.63481	2.41088	1.47328	1.38063	1.45452
ENSMUSG00000024382	Ercc3	24.6202	35.05	27.1295	24.4366	28.7441	32.6099	27.5681	27.9645	24.7901	28.2999
ENSMUSG00000024383	Map3k2	6.22731	3.30562	3.08555	2.81464	2.25432	1.80992	2.03883	2.50615	2.80427	1.72458
ENSMUSG00000024384	Iws1	7.95031	10.8817	11.7701	15.4143	18.2986	17.9824	16.9532	16.9493	18.8028	14.9373
ENSMUSG00000024386	Proc	0	0	0	0	0	0.125513	0.170744	0.199792	0.30376	0.318668
ENSMUSG00000024387	Csnk2b	140.386	169.87	130.514	120.95	175.275	161.287	128.076	136.853	169.16	129.328
ENSMUSG00000024388	Myo7b	0.228962	0.0118463	0.029307	0.00748506	0.006899	0	0	0.0174649	0.0267882	0.0139987
ENSMUSG00000024391	Apom	0.325745	0.306869	0.347293	0.444743	0.819329	0.767747	1.03234	0.853228	0.792586	1.66806
ENSMUSG00000024392	Bag6	74.92	90.0283	117.058	112.164	101.535	126.336	92.1687	110.185	115.861	107.392
ENSMUSG00000024393	Prrc2a	48.4942	79.2301	75.2536	73.3792	78.8958	70.1233	57.5203	54.1621	53.4664	47.6509
ENSMUSG00000024395	Lims2	6.59308	1.23804	1.05398	0.313447	0.317696	1.30097	0.733152	0.698893	0.97957	0.792455
ENSMUSG00000024397	Aif1	4.47328	8.81481	4.52556	1.2664	0.191042	0.828432	0.795738	0.245721	0.533306	0.0717624
ENSMUSG00000024399	Ltb	0	0.0300028	0	0	0	0	0	0	0	0.267543
ENSMUSG00000024400	Wdr33	12.7538	18.509	23.3495	26.0977	22.1403	23.2181	19.4852	20.6813	24.7686	20.1985
ENSMUSG00000024401	Tnf	1.53686	0.485803	0.253112	0.073407	0.0676337	0	0	0	0	0
ENSMUSG00000024402	Lta	0.199764	0.123286	0.366169	0.0780773	0	0.0359862	0	0.137701	0	0.0365705
ENSMUSG00000024403	Atp6v1g2	1.45907	1.23366	1.90606	3.15951	2.22127	1.63552	1.58249	0.809906	1.28958	1.23591
ENSMUSG00000024404	Riok3	32.594	27.0732	27.3684	30.3689	29.6545	29.9916	35.0794	45.7659	54.1431	31.6846
ENSMUSG00000024406	Pou5f1	0.411031	7.45959	8.3879	20.104	138.845	481.765	529.593	461.862	849.035	1109.31
ENSMUSG00000024409	Psors1c2	0.151953	0.108786	0.107748	0.0690451	0.508705	0.38103	0.937892	1.3904	0.675984	1.03663
ENSMUSG00000024410	3110002H16Rik	15.6194	22.2903	27.1773	23.4763	50.9125	33.7205	50.7613	65.8464	59.5277	18.966
ENSMUSG00000024411	Aqp4	0.0786636	0.0232996	0.0230575	0.0294487	0.0180947	0.0181367	0	0.0229173	0.0351241	0
ENSMUSG00000024413	Npc1	14.9164	7.03423	11.052	9.20757	12.4202	20.6984	23.8814	26.0487	23.6291	14.0859
ENSMUSG00000024414	Mrpl27	28.8444	35.1274	35.8529	33.5266	40.9394	38.0383	35.4665	32.3182	26.3611	35.8997
ENSMUSG00000024420	Zfp521	5.09552	2.62422	3.47516	2.36422	0.929647	1.37922	0.587344	0.630811	0.339301	0.241462
ENSMUSG00000024421	Lama3	0.394624	0.101603	0.54366	0.660866	0.872082	0.966651	2.45056	1.62966	2.59973	2.96053
ENSMUSG00000024422	Dhx16	24.7344	44.099	59.3947	76.1303	87.1108	139.283	138.162	179.868	253.847	165.701
ENSMUSG00000024423	Impact	39.3488	22.8857	21.4326	21.6043	24.9226	16.1133	18.7274	26.2487	28.5157	17.8809
ENSMUSG00000024424	Ttc39c	3.87395	6.58743	11.8614	9.62048	3.67144	1.68178	0.312896	1.00563	1.77842	6.86547
ENSMUSG00000024425	Ndfip1	89.4736	74.625	70.2597	61.6828	36.1025	44.044	42.1102	47.2873	48.5339	50.9409
ENSMUSG00000024426	Atat1	13.4061	8.77072	16.1404	21.6147	14.8768	17.0512	15.5977	13.1233	27.6015	18.8535
ENSMUSG00000024427	Spry4	4.30403	14.128	11.1203	9.50172	32.0132	11.4375	4.31839	2.05077	1.79541	9.33583
ENSMUSG00000024429	Gnl1	20.3823	15.9072	17.9003	17.8028	17.7502	23.5461	29.5533	28.1814	22.8378	22.6249
ENSMUSG00000024430	Cabyr	0.165228	0.410704	0.499152	0.407614	0.191875	0.11534	0	0.250714	0.482635	0.195682
ENSMUSG00000024431	Nr3c1	18.8992	12.7548	12.4303	12.2689	5.04959	5.10896	2.86202	2.02733	3.74226	2.4679
ENSMUSG00000024436	Mrps18b	31.4777	61.5495	41.1968	40.576	65.3852	50.0678	37.4134	52.4205	56.1864	57.0569
ENSMUSG00000024437	Gm8615	1.58518	0.884962	0.648126	0.832035	0.720929	0.583961	0.252458	2.33582	5.823	4.32413
ENSMUSG00000024440	Pcdh12	0.0194625	0.00704688	0.00697359	0.00890606	0.0164172	0.0329125	0	0.0103939	0.0478049	0.0166577
ENSMUSG00000024442	0610009O20Rik	5.72172	13.1121	16.8011	16.2866	11.8292	12.9164	11.0879	7.52611	10.8787	10.3384
ENSMUSG00000024446	Rpp21	17.8546	25.0142	21.127	23.5754	35.9748	30.2285	43.8021	44.1744	26.1404	49.9776
ENSMUSG00000024448	H2-M10.1	0	0	0.0981464	0.012573	0.028952	0.0356714	0	0	0	0
ENSMUSG00000024451	Arap3	1.97416	0.520931	0.328736	0.0954202	0.0439733	0.105783	0.126363	0.122516	0.0426798	0.107087
ENSMUSG00000024454	Hdac3	33.1923	35.5443	33.983	31.7886	35.3126	40.2756	34.8532	31.1323	37.887	34.6036
ENSMUSG00000024456	Diap1	10.9162	22.0366	19.6295	21.6928	32.7218	30.1861	31.9705	38.7458	38.6919	24.6584
ENSMUSG00000024457	Trim26	19.0572	17.9924	22.2057	22.4659	16.7049	21.3094	23.1232	20.3231	25.4254	28.0201
ENSMUSG00000024459	H2-M5	0.408784	0.805631	0.398345	1.26267	1.51274	5.2787	11.9379	13.8092	16.6712	53.2103
ENSMUSG00000024462	Gabbr1	20.0898	21.2498	47.4329	61.6113	44.1757	93.0653	55.5186	44.371	103.174	51.2773
ENSMUSG00000024471	Myot	0.0727431	0.157554	0.0779739	0.140701	0.137776	0.0919778	0.0415136	0	0.104764	0.0466474
ENSMUSG00000024472	Dcp2	6.02111	10.0917	8.82862	11.3297	12.4702	14.5465	13.0772	14.0985	21.1181	25.5233
ENSMUSG00000024474	Ik	81.9532	102.57	108.778	125.664	115.122	121.219	116.792	96.6347	110.492	106.633
ENSMUSG00000024477	Pggt1b	10.7129	11.0087	8.33634	8.52203	10.1391	8.45996	7.55698	8.70161	9.00604	8.16644
ENSMUSG00000024479	Mal2	0.939882	0.0582333	0.100862	0.791717	2.85062	3.53567	1.56023	1.7446	1.48124	0.172279
ENSMUSG00000024480	Ap3s1	76.21	87.8907	73.9217	74.3886	56.6065	38.795	27.4921	34.6506	32.962	31.1958
ENSMUSG00000024481	4833403I15Rik	1.19463	0.224299	0.382314	0.283618	0.0435639	0.0290994	0	0.0920992	0.0845267	0.0737051
ENSMUSG00000024483	Ankhd1	30.1913	23.2484	41.1822	42.2815	45.9888	52.6152	48.9955	59.6543	72.8044	70.5859
ENSMUSG00000024485	Slc4a9	0.0274917	0	0.0294975	0.0565418	0.034737	0.0521993	0	0.0220474	0.0336955	0.818728
ENSMUSG00000024486	Hbegf	27.0255	5.90841	3.91003	1.43401	1.68188	0.681845	0.976108	2.21304	4.46575	8.33686
ENSMUSG00000024487	Yipf5	32.1464	14.6383	10.4858	11.3481	14.0319	8.65322	7.81979	8.6548	13.7717	13.0889
ENSMUSG00000024491	Rbm27	9.77556	23.9846	15.2113	15.128	27.8496	25.4221	22.7308	23.2049	22.6298	21.1664
ENSMUSG00000024493	Lars	58.3049	80.9412	80.3187	73.5923	95.2105	113.789	104.341	94.927	86.9922	110.03
ENSMUSG00000024497	Pou4f3	0	0	0	0.0218546	0.060419	0	0.0727317	0	0.0390596	0.0204531
ENSMUSG00000024498	Tcerg1	28.001	65.042	67.9675	77.257	83.4702	65.6195	55.8318	57.4289	72.6492	60.6418
ENSMUSG00000024500	Ppp2r2b	1.40943	0.835207	0.369533	0.227277	0.0709212	0.0213529	0	0.0571624	0.394584	0.024008
ENSMUSG00000024501	Dpysl3	129.183	98.5907	113.117	96.537	61.9597	57.7937	26.9523	12.2854	12.1745	12.1102
ENSMUSG00000024502	Jakmip2	0.461561	0.125209	0.0450607	0.0431746	0.026527	0	0.0716154	0.100911	0.0257376	0
ENSMUSG00000024503	Spink3	0.894745	0	0	0	0	0	0	0	0	0.324938
ENSMUSG00000024505	Dtwd2	1.19148	1.91113	1.17075	1.23852	4.10101	4.53901	5.24982	5.8966	6.71843	5.25405
ENSMUSG00000024507	Hsd17b4	28.4702	28.3002	37.5378	34.1261	25.7836	29.606	28.1131	24.7942	25.1893	26.4408
ENSMUSG00000024510	Ftmt	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024511	Rab27b	1.48082	1.80321	1.43277	1.07354	0.393486	0.232812	0.248476	0.308008	0.299569	0.199641
ENSMUSG00000024512	Dynap	0.163282	0.281858	0	0	0	0	0.0750114	0.0525632	0	0
ENSMUSG00000024513	Mbd2	28.2462	31.2583	21.3465	22.8227	17.469	13.9365	9.06376	15.6709	18.1337	10.4666
ENSMUSG00000024515	Smad4	26.8013	44.1929	37.8172	39.7527	34.7491	32.3513	23.2263	21.564	28.491	16.7162
ENSMUSG00000024516	Sec11c	23.4338	16.1638	11.0661	5.08475	6.8913	6.36819	7.66151	10.0707	10.2434	13.6993
ENSMUSG00000024517	Grp	0.0782836	0	0	0	0	0	0	0.0692541	0	0
ENSMUSG00000024518	Rax	0	0	0	0	0	0	0	0.0744893	0.0283347	0
ENSMUSG00000024519	Cplx4	0.0439879	0	0	0	0.0555044	0	0	0.0706685	0	0
ENSMUSG00000024521	Pmaip1	12.9797	5.98038	8.04611	17.2213	25.2277	29.8422	24.0712	31.3962	26.9106	34.2775
ENSMUSG00000024524	Gnal	0.366183	0.372257	0.436856	0.607151	0.28896	0.326687	0.327958	0.665605	1.06007	0.327911
ENSMUSG00000024525	Impa2	3.89121	6.12347	8.83076	6.22074	6.40792	18.7715	20.4712	22.5027	28.0276	34.861
ENSMUSG00000024526	Cidea	0	0	0	0	0.0436582	0.0873177	0	1.61926	0.338065	0.932738
ENSMUSG00000024527	Afg3l2	10.0168	16.5319	17.5608	14.4968	14.2559	17.4927	13.6474	13.1749	14.5954	14.9655
ENSMUSG00000024528	Srfbp1	20.5587	38.8671	34.0053	31.1756	47.749	45.245	44.527	36.2459	33.0289	42.2895
ENSMUSG00000024529	Lox	972.863	123.429	47.522	16.1189	6.18133	2.28865	2.27489	4.53954	4.83789	4.08872
ENSMUSG00000024530	Slmo1	0.233178	1.75232	1.82264	1.90291	1.96308	2.49724	1.47698	1.24614	1.14255	0.338294
ENSMUSG00000024532	1700034E13Rik	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024533	Spire1	6.76966	11.2416	11.3698	9.1454	7.10581	7.71347	5.36599	6.16221	7.12984	5.59121
ENSMUSG00000024534	Sncaip	1.87983	0.0489993	0.140375	0.0999116	0.0718015	0	0.176309	0.1655	0.0997973	0.164279
ENSMUSG00000024535	Snx24	13.9584	9.90751	8.16326	8.22038	7.83141	8.2036	4.95828	2.81197	3.32256	1.17478
ENSMUSG00000024537	Psmg2	8.23593	15.9525	15.4254	15.1561	11.6262	16.3397	9.43847	12.0868	11.8609	9.25809
ENSMUSG00000024538	Ppic	133.031	160.365	207.368	196.943	95.5383	70.0868	30.5636	19.4328	21.0778	23.4476
ENSMUSG00000024539	Ptpn2	21.8016	26.2892	23.7037	27.1116	40.8941	37.9704	41.6048	33.0941	26.6559	43.5891
ENSMUSG00000024542	Cep192	3.60757	6.77918	6.89952	6.5099	5.40983	9.23483	8.77382	9.3106	15.2073	12.3737
ENSMUSG00000024544	Ldlrad4	6.82828	1.87459	1.33912	0.268048	0.171013	0.171296	0.17146	0.241331	0.460691	0.289431
ENSMUSG00000024546	4930546C10Rik	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024548	Setbp1	9.01919	2.19199	1.61206	0.694547	0.398845	0.157916	0.1221	0.278301	0.198487	0.642377
ENSMUSG00000024552	Slc14a2	0.162916	0.0433802	0.029453	0.0376743	0	0	0	0	0.0337596	0
ENSMUSG00000024553	Galr1	0	0	0	0.0177647	0	0	0.0590182	0	0	0.0498648
ENSMUSG00000024556	Me2	20.8373	41.3041	33.5187	36.3405	40.6738	31.8224	21.3692	23.5011	22.4756	32.5961
ENSMUSG00000024558	Mapk4	0.343225	0.487772	0.435707	0.716887	1.51637	0.77961	0.55924	0.916845	0.779925	2.1563
ENSMUSG00000024560	Cxxc1	13.2658	14.5353	11.2762	11.3361	16.383	14.405	15.3624	12.921	15.0495	12.8979
ENSMUSG00000024561	Mbd1	7.89828	6.60648	5.45141	5.51966	7.27928	5.0078	4.39705	6.7028	5.42707	4.47028
ENSMUSG00000024563	Smad2	28.6505	33.6204	26.5882	29.6561	28.2399	25.9671	20.6031	20.9289	21.661	27.6107
ENSMUSG00000024565	Sall3	0.0104743	0.0796679	0.0281562	0.0934831	0.739021	0.631224	0.499457	0.520106	0.833218	1.24736
ENSMUSG00000024566	Atp9b	9.92202	8.43314	7.6446	7.79764	6.70214	6.18938	4.67369	5.95606	6.81883	5.66131
ENSMUSG00000024570	Rbfa	16.4031	43.5137	40.6269	34.8738	25.8413	29.2175	24.7914	16.3283	23.2072	34.6537
ENSMUSG00000024571	Gm16286	79.9908	163.654	153.836	157.643	141.701	118.765	83.0175	92.9049	95.8027	88.9761
ENSMUSG00000024575	Pde6a	0.178583	0.196599	0.189229	0.437951	0.275917	1.15578	1.06727	0.543506	0.679106	0.386342
ENSMUSG00000024576	Csnk1a1	177.654	146.96	145.317	173.661	160.599	140.308	174.194	187.861	223.877	180.484
ENSMUSG00000024578	Il17b	0.32331	0	0	0.263844	0	0.242334	0	0.104673	0.312608	0.90877
ENSMUSG00000024579	Pcyox1l	6.3122	13.6659	22.715	21.7997	7.14073	13.9693	7.38071	7.65173	9.49939	9.84181
ENSMUSG00000024580	Grpel2	5.44386	8.17168	7.9667	9.76287	9.37813	10.4226	8.26616	8.41631	11.4881	7.9625
ENSMUSG00000024581	Napg	14.7098	14.0108	20.0694	26.0049	15.4381	23.5657	24.6302	17.685	20.6607	15.503
ENSMUSG00000024583	Txnl1	45.5439	70.3294	50.8075	62.8827	60.0946	49.824	35.7976	47.5022	57.2423	55.0889
ENSMUSG00000024587	Nars	266.762	246.545	203.988	198.873	308.927	385.369	309.812	260.527	185.82	304.838
ENSMUSG00000024588	Fech	20.7119	16.3263	18.4894	14.4087	8.66362	6.54351	6.24581	8.91909	7.79126	6.87307
ENSMUSG00000024589	Nedd4l	3.10928	8.50224	7.96212	7.70565	4.13697	4.05056	2.89359	2.59967	2.65621	4.31392
ENSMUSG00000024590	Lmnb1	37.2231	84.5663	89.7208	109.662	118.899	157.524	175.023	187.303	159.846	178.949
ENSMUSG00000024592	C330018D20Rik	3.61569	9.36134	5.31397	4.53485	7.43373	4.93117	3.26091	5.63173	5.28876	2.15421
ENSMUSG00000024593	Megf10	3.27687	0.70283	0.211798	0.0744415	0.0242543	0.0410918	0.0326286	0.00767318	0	0.0416885
ENSMUSG00000024594	Prrc1	19.8825	8.87672	12.1664	8.55543	3.93304	6.2111	5.23952	5.20077	8.55589	16.0227
ENSMUSG00000024597	Slc12a2	11.7901	15.1204	9.61002	9.84662	11.1991	6.81468	6.53965	8.10807	9.79633	9.57038
ENSMUSG00000024598	Fbn2	66.8946	12.7499	16.5852	4.94868	1.03025	0.673691	0.915107	1.10745	0.499275	0.706199
ENSMUSG00000024600	Slc27a6	2.42976	0.147207	0.0971339	0	0.0571986	0	0	0	0.0369808	0
ENSMUSG00000024601	Isoc1	21.3768	20.6712	20.9177	22.6577	23.3255	27.7133	22.5125	24.0006	26.5629	13.0121
ENSMUSG00000024603	Dctn4	17.6692	12.2935	12.294	13.6419	13.3484	8.39936	6.63985	9.24629	10.2936	6.98366
ENSMUSG00000024604	Rbm22	26.42	37.6052	36.9929	37.83	53.9889	37.8515	34.1332	31.9583	31.1926	25.5185
ENSMUSG00000024608	Rps14	935.708	1032.18	1236.64	1154.15	1145	1096.15	1295.77	1091.44	770.93	1401.65
ENSMUSG00000024610	Cd74	0.461025	0.329615	0.149334	0.145051	0.129597	0.211539	0.337691	0.0596301	0.120444	1.43664
ENSMUSG00000024613	Tcof1	14.6095	55.0417	47.549	39.0865	47.4559	60.5561	46.4721	41.2739	46.6865	69.5957
ENSMUSG00000024614	Tmx3	26.1834	30.6196	19.9804	19.2812	21.5809	16.6482	15.7966	18.2056	22.9434	14.6643
ENSMUSG00000024617	Camk2a	2.17237	0.317199	0.339928	0.126878	0.117463	0.175963	0.100218	0.17715	0.308441	0.991243
ENSMUSG00000024619	Cdx1	0.0220077	0	0	0.0301373	0	0.0833976	0.10065	0.565702	0.296036	6.09502
ENSMUSG00000024620	Pdgfrb	57.4356	5.25434	5.71175	1.96183	0.772508	0.459494	0.365865	0.268712	0.370753	0.499592
ENSMUSG00000024621	Csf1r	11.7918	5.64689	3.61321	0.741354	0.311551	0.0842383	0.0431217	0.533841	0.465075	0.0198959
ENSMUSG00000024622	Hmgxb3	8.74805	12.8972	9.97632	11.6463	14.7628	14.9145	13.7118	11.9398	10.5581	11.3036
ENSMUSG00000024639	Gnaq	27.0729	30.0901	43.992	40.6079	15.9498	21.3751	16.6315	24.1834	19.6018	10.0424
ENSMUSG00000024640	Psat1	126.604	256.127	201.857	135.704	201.912	177.427	125.005	136.811	117.711	130.633
ENSMUSG00000024642	Tle4	3.53137	5.60991	4.1428	10.5546	30.2383	13.5674	17.9203	25.7124	21.0754	24.263
ENSMUSG00000024644	Cndp2	30.748	30.2117	22.564	19.2507	26.3026	35.5429	34.2186	47.8505	63.9117	78.9513
ENSMUSG00000024645	Timm21	8.06283	19.381	20.8183	22.8382	18.4916	20.3258	10.4631	10.883	7.99526	9.84728
ENSMUSG00000024646	Cyb5	113.717	115.437	133.587	157.528	132.936	140.038	130.542	109.323	85.9314	101.213
ENSMUSG00000024647	Cbln2	0	0.0589097	0.0184159	0.109395	0.0253016	0.0191794	0	0.0471391	0.0877823	0
ENSMUSG00000024650	Slc22a6	0.00909762	0.00987536	0	0	0	0	0.0413822	0	0	0.0116773
ENSMUSG00000024653	Scgb1a1	0	0	0.224561	0.144526	0	0.132195	0	0	0.255672	0.408576
ENSMUSG00000024654	Asrgl1	3.29125	5.93596	9.36247	9.55723	5.76827	11.3515	7.35174	6.53129	6.01712	9.45617
ENSMUSG00000024658	Gm9750	0.378547	0.564185	0.566935	0.601034	1.32327	1.00609	0.71939	1.20906	0.973621	0.731042
ENSMUSG00000024659	Anxa1	885.705	330.901	282.61	118.804	86.7592	18.6645	9.58581	19.039	18.2441	7.54974
ENSMUSG00000024660	Incenp	14.3564	51.772	47.5981	54.498	56.9096	66.943	64.3739	54.116	52.793	49.1785
ENSMUSG00000024661	Fth1	1043.3	791.916	816.574	437.486	449.461	382.869	565.759	510.056	418.775	544.509
ENSMUSG00000024663	Rab3il1	6.96574	2.47758	1.37209	0.416705	0.26658	0.182967	0.397455	1.16897	1.72298	0.682158
ENSMUSG00000024664	Fads3	47.088	8.73679	4.56305	1.57373	1.47894	0.33646	0.347361	0.724974	0.672352	0.587462
ENSMUSG00000024665	Fads2	54.5581	18.4456	21.3804	23.4282	36.543	25.5267	14.0992	26.1674	13.4398	28.105
ENSMUSG00000024666	Tmem138	4.25368	4.41394	4.47423	4.75186	5.73499	5.64739	3.86117	5.02928	6.51264	5.70356
ENSMUSG00000024667	Tmem216	6.03788	8.78825	7.13848	8.16286	12.7013	9.12407	6.1068	5.45243	8.95287	8.74963
ENSMUSG00000024668	Sdhaf2	12.6409	17.1705	9.01475	8.36173	9.02892	8.70702	6.26038	7.27362	6.86772	9.82098
ENSMUSG00000024669	Cd5	0.0917834	0.0198781	0.0393519	0	0.0695327	0	0.0419117	0	0	0
ENSMUSG00000024670	Cd6	0	0.0755833	0.2267	0.170548	0	0.132144	0.0973913	0.0279544	0.237339	0.201041
ENSMUSG00000024672	Ms4a7	6.6246	7.97156	7.48774	1.36384	0.46976	0.282332	0.137114	0.245266	0.233301	0.29834
ENSMUSG00000024673	Ms4a1	0	0	0	0.0253098	0	0	0	0.0296575	0	0
ENSMUSG00000024675	Ms4a4c	0.0477009	0.254252	0.103757	0.402458	0.0953365	0.244536	0	0.223042	0.254309	0.250125
ENSMUSG00000024677	Ms4a6b	2.0687	3.04762	0.60747	0.160033	0	0.0289287	0.0524016	0	0.0280055	0
ENSMUSG00000024678	Ms4a4d	1.60106	0.167458	0.414449	0.212047	0.0651244	0.0325868	0.0591456	0	0.0946363	0.0330998
ENSMUSG00000024679	Ms4a6d	7.19451	7.43066	3.74012	1.02519	0.361246	0.205082	0.322722	0.394177	0.569898	0.111437
ENSMUSG00000024680	Ms4a2	0.0817172	0.0715142	0	0	0	0	0	0	0	0
ENSMUSG00000024681	Ms4a3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024682	Gif	0	0.137157	0	0	0	0.0320282	0	0.0815904	0	0
ENSMUSG00000024683	Mrpl16	14.6489	40.2353	29.8414	30.7388	33.9162	28.9963	19.1374	23.1273	22.6462	20.1037
ENSMUSG00000024687	Osbp	19.1944	16.2148	16.7399	18.1566	19.6357	13.47	12.5108	11.8829	12.9746	12.2583
