Gene ID	Symbol	MEF	Day2	Day4	Day6	Day8	IPS
ENSMUSG00000031787	Katnb1	3.61781	5.54237	5.52394	4.8416	4.87742	15.8812
ENSMUSG00000031788	Kifc3	10.8047	15.3076	8.01629	6.98465	7.92173	14.4107
ENSMUSG00000031789	Cngb1	0.0482145	0.0254724	0	0	0.0250376	0
ENSMUSG00000031790	Mmp15	0.035398	0.224418	0.794792	1.14278	0.650377	1.47554
ENSMUSG00000031791	Tmem38a	2.39845	4.08943	5.00669	4.76901	5.2127	2.7139
ENSMUSG00000031792	Usb1	25.3416	20.8517	17.1022	23.6435	20.3037	20.5807
ENSMUSG00000031796	Gtl3	26.6322	30.0816	29.9393	30.8904	30.1957	55.417
ENSMUSG00000031799	Tpm4	298.621	383.369	267.836	232.055	203.871	38.4087
ENSMUSG00000031802	Phxr4	0.124327	0	0.129683	0	0	0
ENSMUSG00000031803	B3gnt3	7.98924	5.08768	3.5766	2.26026	1.17912	4.30612
ENSMUSG00000031805	Jak3	12.8602	10.9171	6.0259	5.63873	5.22672	12.4077
ENSMUSG00000031807	Pgls	85.7648	115.999	113.424	126.594	122.889	100.347
ENSMUSG00000031808	Slc27a1	33.7503	26.9132	15.6289	12.982	9.63588	9.45381
ENSMUSG00000031813	Mvb12a	63.8701	59.014	51.5494	68.1725	60.9685	65.3323
ENSMUSG00000031820	Babam1	33.4581	41.8648	35.4569	41.8164	43.0916	50.3467
ENSMUSG00000031827	Cotl1	85.9157	88.5991	68.0143	77.6981	44.1554	31.4458
ENSMUSG00000031828	Klhl36	3.96389	3.59162	2.91585	1.93914	2.77468	1.82318
ENSMUSG00000031831	Dnaaf1	1.0331e-152	0.0671936	1.40258e-310	1.04112e-250	5.67243e-233	0.248898
ENSMUSG00000031832	Taf1c	3.2475	4.20584	3.48222	4.98807	3.65093	8.85334
ENSMUSG00000031833	Mast3	5.36419	5.83386	4.51186	3.37948	2.94938	3.86848
ENSMUSG00000031834	Pik3r2	26.57	34.0753	49.1513	45.1023	43.491	29.1626
ENSMUSG00000031835	Mbtps1	41.0364	52.158	31.0846	33.7301	35.1919	34.4923
ENSMUSG00000031837	Necab2	0.124222	0.0872063	0.132168	0	0.761114	6.17231
ENSMUSG00000031838	Ifi30	81.2857	55.1146	89.7091	104.239	62.8904	137.298
ENSMUSG00000031839	Hsbp1	104.737	122.693	110.829	140.335	128.878	74.3125
ENSMUSG00000031840	Rab3a	7.03357	6.11181	7.22685	6.56113	8.02106	4.56428
ENSMUSG00000031841	Cdh13	5.30256	5.863	10.0403	7.28688	8.1112	0.160692
ENSMUSG00000031842	Pde4c	0.00487711	0	0.0334354	0	0.00995674	0.890049
ENSMUSG00000031843	Mphosph6	9.22449	11.3881	11.174	10.2188	8.89508	44.9006
ENSMUSG00000031844	Hsd17b2	0	0	0.0705577	0	0	0
ENSMUSG00000031845	Bcmo1	0	0.036239	0.0851826	0.10063	0.139991	0.139431
ENSMUSG00000031847	1700030J22Rik	0.317665	0.475606	0.386945	0.271936	0.324263	1.91092
ENSMUSG00000031848	Lsm4	27.0751	39.4538	49.6372	42.9044	36.388	241.985
ENSMUSG00000031849	Comp	217.801	229.703	165.407	57.0807	79.9458	0.200992
ENSMUSG00000031851	Ntpcr	27.7121	30.4208	15.4225	18.8835	21.5852	12.1502
ENSMUSG00000031853	BC021891	0.0133732	0.0282588	0.0558706	0	0	0.0271927
ENSMUSG00000031858	Mau2	9.98212	9.77054	7.71407	7.32181	7.45372	10.6625
ENSMUSG00000031860	Pbx4	0.763832	0.988941	1.21867	1.81513	2.32437	11.1768
ENSMUSG00000031861	Lpar2	0.440588	0.536032	0.725123	0.97959	1.19926	2.93201
ENSMUSG00000031862	Atp13a1	14.5123	14.4268	13.8858	14.2071	12.6654	21.7284
ENSMUSG00000031864	Ints10	6.81888	7.78791	9.57925	6.35983	8.94194	25.7042
ENSMUSG00000031865	Dctn1	41.4418	56.106	58.3961	44.1019	41.9342	38.2882
ENSMUSG00000031870	Pgr	0.0255782	0	0	0	0	0.0403713
ENSMUSG00000031871	Cdh5	0.116329	0.0409743	0.0404933	0.0569025	0	0
ENSMUSG00000031872	Bean1	0.345838	0.182737	0	0.0362411	0	0.0251084
ENSMUSG00000031875	Cmtm3	69.4052	82.4069	80.5305	154.394	136.802	7.93431
ENSMUSG00000031876	Cmtm1	0	0	0	0.0576031	0	0
ENSMUSG00000031877	Ces2g	0.0551684	0	0.0863977	0.161921	0.901033	0
ENSMUSG00000031878	Nae1	17.2046	19.7875	16.5262	16.9575	13.912	42.1096
ENSMUSG00000031879	Fam96b	33.0566	35.8379	31.8664	34.8508	31.5216	59.9389
ENSMUSG00000031880	Rrad	7.2635	10.6349	9.04944	7.02913	8.47447	0.108208
ENSMUSG00000031881	Cdh16	0.0785678	0.193744	0.0546878	0	0	0
ENSMUSG00000031883	Car7	0.210129	0.133287	0.0877131	0.383633	0.343187	0.0427259
ENSMUSG00000031884	Ces2d-ps	0	0	0	0	0	0
ENSMUSG00000031885	Cbfb	38.2015	38.6338	27.9825	25.2859	22.7474	17.1298
ENSMUSG00000031886	Ces2e	0	0	0.0306365	0.178491	0.496611	0
ENSMUSG00000031887	Tradd	12.8655	15.4532	15.059	17.566	15.7594	10.9022
ENSMUSG00000031889	D230025D16Rik	9.27099	9.65343	7.58331	8.29134	7.02434	35.1991
ENSMUSG00000031891	Hsd11b2	0.0890309	0.282385	0.511006	0.0653334	0.181774	0.0452607
ENSMUSG00000031893	Tsnaxip1	0.0364598	0	0	0	0	0.0370697
ENSMUSG00000031896	Ctrl	0	0.112019	0.551207	0.621399	0	0.753173
ENSMUSG00000031897	Psmb10	46.8073	35.4641	48.139	64.3462	46.1493	11.6408
ENSMUSG00000031898	Dpep3	0.0494218	0	0.103137	0	0	0.200998
ENSMUSG00000031901	Dus2l	6.23654	6.7282	6.48788	4.85591	3.69282	10.8386
ENSMUSG00000031902	Nfatc3	11.5266	11.2972	11.4124	9.12293	7.9075	9.65004
ENSMUSG00000031903	Pla2g15	42.3635	39.2491	38.2347	41.0884	41.4652	8.90315
ENSMUSG00000031904	Slc7a6	11.1546	12.699	13.233	11.6551	11.1632	8.06439
ENSMUSG00000031906	Smpd3	0.460085	0.752695	0.372012	0.196769	0.333279	0.0303054
ENSMUSG00000031907	Zfp90	10.0274	8.35847	7.81431	6.25407	6.58312	2.91074
ENSMUSG00000031910	Has3	0.223046	0.135857	0.0968494	0.0545439	0.189765	0.472691
ENSMUSG00000031913	Vps4a	25.883	33.3184	25.1947	25.1427	23.4476	15.6884
ENSMUSG00000031916	Cog8	16.7462	17.6144	15.0263	16.7099	14.5054	21.5103
ENSMUSG00000031917	Nip7	6.68541	7.06533	6.25217	8.2382	6.64792	37.2871
ENSMUSG00000031918	Mtmr2	16.5378	16.0916	15.0443	13.248	12.0396	15.0677
ENSMUSG00000031919	Tmed6	0	0	0	0	0	0
ENSMUSG00000031921	Terf2	10.2709	12.6063	12.9349	10.3322	11.8405	19.365
ENSMUSG00000031922	Cep57	10.5172	9.1044	16.0867	9.04217	8.59734	38.3796
ENSMUSG00000031924	Cyb5b	14.3815	20.4921	30.3905	29.1562	22.1477	39.4528
ENSMUSG00000031925	Maml2	5.8384	7.09268	5.57303	5.90172	4.66178	0.667091
ENSMUSG00000031927	1700012B09Rik	0.151317	0.481048	0.157458	0	0	0
ENSMUSG00000031928	Mre11a	5.50958	5.9083	7.77704	5.14374	3.00684	19.8707
ENSMUSG00000031930	Wwp2	18.8482	16.6742	9.08541	8.58143	9.55065	21.3306
ENSMUSG00000031931	Ankrd49	7.30681	7.62591	5.85376	5.05069	4.52365	10.8322
ENSMUSG00000031932	Gpr83	0	0	0	0	0	0.544899
ENSMUSG00000031933	Folr4	0	0	0	0	0	0
ENSMUSG00000031934	Panx1	1.57041	1.63558	6.29321	18.0724	6.27241	7.87405
ENSMUSG00000031935	Med17	6.74674	6.88808	6.25796	6.53727	6.19803	18.2782
ENSMUSG00000031936	Hephl1	0	0	0	0	0	0
ENSMUSG00000031937	Vstm5	2.36155	1.70819	0.95127	0.304025	0.507526	1.68496
ENSMUSG00000031938	4931406C07Rik	14.5289	17.5585	14.2873	12.7277	13.6765	5.80734
ENSMUSG00000031939	Taf1d	14.6486	12.3246	13.8353	12.9752	10.9178	49.7575
ENSMUSG00000031948	Kars	47.8688	59.6159	66.3439	52.1065	45.9412	177.109
ENSMUSG00000031949	Adat1	1.99158	1.39352	1.40597	1.21097	0.710956	7.55372
ENSMUSG00000031950	Gabarapl2	13.6751	13.0027	11.196	15.6911	14.91	48.1653
ENSMUSG00000031951	Tmem231	3.65787	4.26975	3.56251	3.24482	3.34375	14.1821
ENSMUSG00000031952	Chst5	0.0422156	0	1.32173	0.619572	0.258571	0.343377
ENSMUSG00000031953	Tmem170	1.3027	1.0218	1.05256	1.04846	0.600574	6.32343
ENSMUSG00000031954	Cfdp1	85.2926	102.865	93.383	106.469	89.4799	265.491
ENSMUSG00000031955	Bcar1	19.2368	20.5122	24.9718	18.6267	20.5689	15.2649
ENSMUSG00000031957	Ctrb1	0	0	0	0	0	0
ENSMUSG00000031958	Ldhd	0.474689	0.967239	0.264354	0.534896	0.676959	1.76608
ENSMUSG00000031959	Wdr59	3.77072	3.90565	2.94953	2.51665	2.23328	6.547
ENSMUSG00000031960	Aars	29.8893	38.2544	28.1141	35.0972	28.2275	126.37
ENSMUSG00000031963	Bmper	1.38908	1.92115	2.83709	7.88388	13.3658	0
ENSMUSG00000031965	Tbx20	0.0913894	0.0477174	0.0956099	0.0172851	0.0240469	1.09396
ENSMUSG00000031966	Glb1l3	0	0	0	0.0474389	0	0
ENSMUSG00000031969	Acad8	12.4375	11.5729	10.1251	14.929	14.1064	12.7979
ENSMUSG00000031979	Cog2	14.621	14.7993	12.804	12.658	11.0664	14.3425
ENSMUSG00000031980	Agt	2.25209	2.06046	1.03956	0.317815	0.176848	0
ENSMUSG00000031981	Capn9	0	0.0363748	0.0718434	0.0505029	0	0.244916
ENSMUSG00000031982	Arv1	2.64803	3.04165	1.89333	3.5539	2.62632	4.69267
ENSMUSG00000031983	2310022B05Rik	58.2819	69.4026	53.397	36.332	37.3396	15.3197
ENSMUSG00000031984	2810004N23Rik	22.9463	25.6416	20.2568	21.6945	19.0694	89.5517
ENSMUSG00000031985	Gnpat	15.5382	17.8892	15.6349	17.7973	13.1331	44.6523
ENSMUSG00000031986	Sprtn	4.85674	4.44687	3.19321	3.98483	2.73268	3.30496
ENSMUSG00000031987	Egln1	61.3788	46.459	53.3161	11.0938	11.0723	15.2484
ENSMUSG00000031988	Vps26b	9.27616	10.8677	9.71777	8.91742	8.85132	6.51262
ENSMUSG00000031990	Jam3	22.3135	29.575	24.0056	20.2975	19.106	8.65004
ENSMUSG00000031991	Spata19	0	0	0	0	0	0
ENSMUSG00000031993	Snx19	7.40482	7.90348	7.76259	7.78872	7.98633	2.01316
ENSMUSG00000031994	Adamts8	0.149731	0.0229206	1.40815	0.409611	0.0436681	0.173979
ENSMUSG00000031995	St14	0.191884	0.253475	0.350622	0.774366	0.440702	33.3024
ENSMUSG00000031996	Aplp2	137.106	156.165	99.3749	101.429	95.1628	88.0511
ENSMUSG00000031997	Trpc6	0.129654	0.164426	0.0270741	0.0380534	0.0529385	0
ENSMUSG00000031998	1700128F08Rik	0	0	0	0	0	0
ENSMUSG00000032000	Birc3	22.403	15.0623	17.3724	16.9196	12.2804	1.22835
ENSMUSG00000032002	Dcun1d5	40.9648	49.7813	45.4178	61.0421	69.2713	54.857
ENSMUSG00000032006	Pdgfd	10.0792	8.12729	4.89833	4.30301	4.41561	0.0261518
ENSMUSG00000032009	Sesn3	3.17464	3.67172	8.30349	4.49465	3.73636	2.63915
ENSMUSG00000032010	Usp2	3.25388	2.84289	4.8891	3.54639	2.59959	3.24696
ENSMUSG00000032011	Thy1	240.816	282.573	98.4347	49.8017	54.8689	3.00636
ENSMUSG00000032012	Pvrl1	2.46594	2.62145	1.81701	2.88597	2.65602	4.07594
ENSMUSG00000032013	Trim29	0.474088	0.0884209	0.40762	0.245553	0.113868	0.141768
ENSMUSG00000032014	Oaf	26.769	34.7047	33.2247	37.8103	35.0209	1.87349
ENSMUSG00000032015	Pou2f3	0	0	0	0	0.124234	16.6781
ENSMUSG00000032017	Grik4	0.27406	0.0545874	0.142745	0.0671409	0.279748	0.162109
ENSMUSG00000032018	Sc5d	9.06578	11.3919	19.9802	16.5686	17.7413	9.16315
ENSMUSG00000032020	Ubash3b	3.06004	4.10251	1.43598	1.6256	0.803703	0.39671
ENSMUSG00000032021	Crtam	0.123803	0.138576	0.0645678	0.181718	0.0891881	0.0629391
ENSMUSG00000032023	4931429I11Rik	0	0	0	0	0	0
ENSMUSG00000032024	Clmp	24.8759	25.6471	33.7095	38.3575	46.6113	4.39694
ENSMUSG00000032026	Rexo2	66.9528	99.6513	93.5264	108.607	99.2611	44.8629
ENSMUSG00000032028	Nxpe2	0.118612	0.0922057	0	0.333363	0.177925	0
ENSMUSG00000032030	Cul5	9.26539	8.52188	8.6687	7.32832	9.59564	14.9055
ENSMUSG00000032033	Barx2	0.170824	0	0	0	0.0871916	0.260524
ENSMUSG00000032034	Kcnj5	0	0	0	0	0	0
ENSMUSG00000032035	Ets1	5.13702	5.07193	3.94891	2.47314	2.94913	0.0764958
ENSMUSG00000032036	Kirrel3	0.285902	0.259693	0.231086	0.214123	0.451871	0.0830287
ENSMUSG00000032038	St3gal4	10.5943	12.8936	17.2652	20.6909	21.3437	7.1675
ENSMUSG00000032040	Dcps	12.6354	17.5998	15.3545	17.696	16.6689	61.2823
ENSMUSG00000032041	Tirap	6.29689	4.76582	5.4592	4.60461	3.02237	2.04953
ENSMUSG00000032042	Srpr	39.6194	44.4249	45.1429	47.6196	44.8158	30.3924
ENSMUSG00000032044	Rpusd4	7.03949	8.18299	7.44851	7.3258	6.67328	17.794
ENSMUSG00000032046	Abhd12	105.071	77.2998	62.9505	85.077	72.0325	24.8207
ENSMUSG00000032047	Acat1	25.8133	28.594	32.529	29.8951	26.385	5.95136
ENSMUSG00000032048	4930510E17Rik	0	0	0	0.0746436	0	0
ENSMUSG00000032050	Rdx	28.6983	33.8338	24.6699	19.6991	19.0338	26.261
ENSMUSG00000032051	Fdx1	15.6878	14.8611	9.28941	13.4155	14.0517	22.3892
ENSMUSG00000032053	Pou2af1	0	0	0.0323522	0	0	0
ENSMUSG00000032056	Btg4	0	0	0	0	0	0
ENSMUSG00000032057	4833427G06Rik	0.252714	1.20445	0.921012	3.89621	4.6452	0
ENSMUSG00000032058	Ppp2r1b	8.67438	12.3544	11.0429	10.0609	7.7133	18.6504
ENSMUSG00000032059	Alg9	13.4431	15.5435	11.4921	8.94403	12.0018	11.7275
ENSMUSG00000032060	Cryab	33.5451	52.8599	99.68	133.249	136.792	1.28142
ENSMUSG00000032062	2310030G06Rik	0.701045	0.593273	0.877306	1.02904	0.572586	2.85126
ENSMUSG00000032064	Dixdc1	4.53268	6.21015	4.19571	1.83896	1.92515	1.05057
ENSMUSG00000032065	Tex12	0.17344	0	0	0	0	0
ENSMUSG00000032066	Bco2	2.06293	0.605761	0.438611	0.336396	0.389977	0.0776829
ENSMUSG00000032067	Pts	14.2363	16.7752	15.5223	19.6169	17.1216	8.94005
ENSMUSG00000032068	1600029D21Rik	0.0444885	0	0	0	0	8.2777
ENSMUSG00000032076	Cadm1	12.3116	4.30744	4.14784	4.61282	2.90418	7.66276
ENSMUSG00000032077	Bud13	6.75661	6.43782	7.54241	6.4497	5.20547	17.4962
ENSMUSG00000032078	Zfp259	21.2676	19.7927	13.7676	16.7602	17.7376	51.1032
ENSMUSG00000032079	Apoa5	0	0	0	0	0	0
ENSMUSG00000032080	Apoa4	0	0	0	0	0	0
ENSMUSG00000032081	Apoc3	0	0	0	0	0	0
ENSMUSG00000032083	Apoa1	0	0	0	0	0.17835	0.355234
ENSMUSG00000032085	Tagln	305.535	510.908	330.812	304.63	234.01	4.61621
ENSMUSG00000032086	Bace1	18.8656	19.4682	23.7784	18.6362	21.204	2.31081
ENSMUSG00000032087	Dscaml1	0	0	0	0	0.0244384	0.146051
ENSMUSG00000032089	Il10ra	15.3483	6.37429	7.10347	7.1648	5.22401	0
ENSMUSG00000032091	Tmprss4	0	6.14048e-08	0	0	2.3427e-08	0
ENSMUSG00000032092	Mpzl2	0	0	0.0263499	0	0	32.1882
ENSMUSG00000032093	Cd3e	0	0	0	0	0	1.38357
ENSMUSG00000032094	Cd3d	0	0	0	0	0	0
ENSMUSG00000032096	Arcn1	56.1076	61.6291	65.7952	54.0581	46.1078	73.8335
ENSMUSG00000032097	Ddx6	25.3794	24.2205	25.1149	20.3069	17.1934	16.5843
ENSMUSG00000032098	Treh	0	0	0	0	0	0
ENSMUSG00000032099	Pate4	0	0	0	0	0	0
ENSMUSG00000032101	Ddx25	0.572664	0.100915	0.796752	0.980571	0.779478	3.54205
ENSMUSG00000032103	Pus3	4.11834	5.55592	4.18538	3.7128	3.84815	10.5859
ENSMUSG00000032105	Pdzd3	0.0369917	0.0782065	0	0	0.0755233	0.676989
ENSMUSG00000032108	D730048I06Rik	0	0	0	0	0	0
ENSMUSG00000032109	Nlrx1	6.1368	6.60943	5.9247	5.25104	5.26807	5.56747
ENSMUSG00000032110	Acrv1	0.0239386	0	0	0	0	0.0243385
ENSMUSG00000032112	Trappc4	33.0286	37.3019	30.0257	30.7503	29.5544	51.8737
ENSMUSG00000032113	Chek1	1.36116	2.95567	4.76977	1.9791	1.15552	37.9333
ENSMUSG00000032114	Slc37a4	8.98816	6.64291	8.00043	4.56836	3.972	5.93412
ENSMUSG00000032115	Hyou1	31.3771	41.2191	25.7135	26.3607	21.392	41.6339
ENSMUSG00000032116	Stt3a	74.3795	102.075	105.639	93.2827	70.2481	60.9714
ENSMUSG00000032118	Fez1	1.20212	1.40847	1.82167	3.36756	6.28397	7.24771
ENSMUSG00000032119	Hinfp	2.81509	3.95426	3.42122	2.77317	1.57463	4.80299
ENSMUSG00000032120	C2cd2l	2.37969	3.00237	2.90245	3.2575	3.19037	2.41941
ENSMUSG00000032121	Tmem218	11.0399	10.9294	15.3119	15.1612	16.6353	8.05708
ENSMUSG00000032122	Slc37a2	34.5142	17.1198	13.1455	11.7086	5.90419	0.636842
ENSMUSG00000032123	Dpagt1	21.628	25.6811	22.6162	20.6782	23.0215	15.155
ENSMUSG00000032125	Robo4	0	0	0	0	0	0.538298
ENSMUSG00000032126	Hmbs	10.9443	15.6526	13.6368	14.638	16.2903	39.2005
ENSMUSG00000032127	Vps11	18.9636	17.6203	14.7218	20.0224	18.7792	12.7827
ENSMUSG00000032128	Robo3	0.15482	0.0764739	0.478411	0.318526	1.00337	0.0330753
ENSMUSG00000032131	Abcg4	1.15869	1.79411	1.09206	1.35323	2.14863	0.359453
ENSMUSG00000032134	Muc16	0	0	0	0	0	0
ENSMUSG00000032135	Mcam	5.93794	7.03642	2.29087	1.04214	1.45536	34.3735
ENSMUSG00000032171	Pin1	8.31006	9.53363	10.4941	10.2244	10.5278	28.3557
ENSMUSG00000032172	Olfm2	0.660041	0.81432	0.172152	0	0	1.11851
ENSMUSG00000032174	Icam5	0.416457	0.688877	0.747965	0.348253	0.484477	0.107233
ENSMUSG00000032175	Tyk2	8.6732	7.73344	5.83906	6.31489	4.6809	9.2825
ENSMUSG00000032177	Pde4a	6.47927	7.98043	5.17127	3.81349	2.875	2.80052
ENSMUSG00000032178	Ilf3	19.8215	26.1579	27.6763	20.3509	17.2932	69.0558
ENSMUSG00000032179	Bmp5	2.28163	1.95947	0.98852	0.565033	0.413696	0
ENSMUSG00000032180	Tmed1	21.561	27.0343	31.0443	31.8658	29.0816	31.9602
ENSMUSG00000032181	Scg3	0	0.0756179	0.0373355	0	0	0.290932
ENSMUSG00000032182	Yipf2	11.6328	14.1235	7.51996	13.0361	12.0044	13.0711
ENSMUSG00000032184	Lysmd2	9.56673	9.03908	4.26452	4.07352	6.4121	1.93063
ENSMUSG00000032185	Carm1	27.6317	37.0815	34.7312	28.3541	26.3296	42.0269
ENSMUSG00000032186	Tmod2	0.433699	0.922248	0.623274	0.241956	0.108312	1.67902
ENSMUSG00000032187	Smarca4	17.0526	21.9756	30.912	22.5041	19.3106	41.3257
ENSMUSG00000032191	Bcl2l10	0	0	0	0	0.292427	0
ENSMUSG00000032192	Gnb5	8.57347	9.18736	7.93807	6.83494	8.45138	1.80361
ENSMUSG00000032193	Ldlr	3.15314	9.3144	18.2087	18.4335	17.0962	18.6142
ENSMUSG00000032194	Kank2	21.5095	28.0126	25.9224	21.4785	23.3084	25.0773
ENSMUSG00000032198	Dock6	3.16094	3.38838	2.83683	2.22164	2.66606	16.3758
ENSMUSG00000032199	Polr2m	65.7792	77.2274	75.7903	61.5722	63.0136	121.267
ENSMUSG00000032202	Rab27a	0.424171	0.719244	0.826854	1.00714	0.323325	8.76709
ENSMUSG00000032203	Pigb	2.77294	2.94036	2.3273	4.02623	4.13712	5.0228
ENSMUSG00000032204	Aqp9	0.299794	0.509451	0.33586	0.0440498	0	0.183
ENSMUSG00000032207	Lipc	0.340855	0.0900889	0.0889314	0.0625317	0.0869895	0.476521
ENSMUSG00000032212	Sltm	13.8858	15.4949	15.7675	13.7045	14.6087	31.9813
ENSMUSG00000032215	Rsl24d1	12.8558	16.763	12.6451	16.1106	15.0151	68.6257
ENSMUSG00000032216	Nedd4	228.967	288.379	251.618	192.075	173.635	196.461
ENSMUSG00000032217	Rnf111	7.11714	6.27943	6.96562	6.94759	5.38665	6.56421
ENSMUSG00000032218	Ccnb2	3.38238	8.33628	21.1444	6.16554	3.11887	133.782
ENSMUSG00000032220	Myo1e	20.6409	15.864	13.6682	21.669	16.4473	12.5755
ENSMUSG00000032221	Mns1	0.880661	1.38355	5.81405	1.69962	0.94831	17.0652
ENSMUSG00000032224	Fam81a	0	0.0286686	0.0283215	0.632445	0.221519	9.07368
ENSMUSG00000032226	Gcnt3	0	0	0	0	0	0.182003
ENSMUSG00000032228	Tcf12	23.9068	25.94	26.4575	16.6896	15.7942	9.53661
ENSMUSG00000032231	Anxa2	523.544	652.431	748.691	446.662	353.379	55.6703
ENSMUSG00000032232	Cgnl1	3.62584	4.94425	9.56611	11.2646	11.7726	2.52074
ENSMUSG00000032235	Narg2	4.88712	4.55087	3.19554	2.91673	2.31465	6.08718
ENSMUSG00000032238	Rora	3.51682	2.94202	1.9545	1.01694	1.63528	0.629262
ENSMUSG00000032239	Rp9	32.3916	39.6406	25.0065	27.0162	30.302	47.1581
ENSMUSG00000032243	Itga11	61.7037	43.7068	42.76	31.5199	37.6463	0.156547
ENSMUSG00000032244	Fem1b	7.89716	6.54142	6.93073	5.31412	3.86342	24.3005
ENSMUSG00000032245	Cln6	20.5756	18.8369	17.7795	15.8926	13.2427	9.85932
ENSMUSG00000032246	Calml4	13.2653	8.97429	8.87771	4.06755	4.25315	2.12114
ENSMUSG00000032249	Anp32a	134.59	149.778	132.222	89.6392	87.1509	493.302
ENSMUSG00000032251	Irak1bp1	3.5472	4.81913	5.77855	6.85674	7.33057	4.17835
ENSMUSG00000032252	Glce	4.92696	5.52142	5.82118	3.48109	3.79299	4.31768
ENSMUSG00000032253	Phip	4.35192	4.60104	5.42109	4.62931	4.22468	3.58003
ENSMUSG00000032254	Kif23	0.956241	2.79094	9.77094	1.97125	0.836647	49.224
ENSMUSG00000032257	Ankk1	0	0	0	0.12987	0	0
ENSMUSG00000032258	Lca5	2.25885	2.33677	2.641	1.44756	1.64363	1.36882
ENSMUSG00000032259	Drd2	0	0	0	0	0.110731	0
ENSMUSG00000032261	Sh3bgrl2	17.4734	9.902	8.12467	8.77562	5.37804	6.55459
ENSMUSG00000032262	Elovl4	0.263306	0.664305	0.63339	0.538071	0.160399	1.84833
ENSMUSG00000032263	Bckdhb	5.69228	10.8033	8.29752	12.8277	14.8314	41.5858
ENSMUSG00000032264	Zw10	6.30066	7.52184	8.25479	7.48892	7.11222	17.2716
ENSMUSG00000032265	Fam46a	18.83	13.5965	13.8909	12.453	11.4455	0.0848654
ENSMUSG00000032267	Usp28	3.83494	3.88818	3.90951	3.18894	2.3114	21.7042
ENSMUSG00000032268	Tmprss5	0	0	0	0	0	0.172813
ENSMUSG00000032269	Htr3a	0	0	0	0	0	0
ENSMUSG00000032271	Nnmt	15.2019	28.8583	34.9724	67.3063	90.4209	1.31959
ENSMUSG00000032274	Cyp19a1	0	0	0	0	0	0
ENSMUSG00000032278	Paqr5	0	0.176853	0.0246558	0	0	0.337207
ENSMUSG00000032279	Idh3a	13.277	19.591	14.9366	15.3584	12.704	58.6312
ENSMUSG00000032280	Tle3	16.7228	18.3767	14.8573	11.976	11.077	26.9312
ENSMUSG00000032281	Acsbg1	0.0273686	0	0.0571486	0	0	0.0278259
ENSMUSG00000032285	Dnaja4	5.69329	5.29151	4.03778	5.60895	7.0523	0.623349
ENSMUSG00000032288	Imp3	35.1009	44.0049	31.5178	43.34	43.5633	83.3707
ENSMUSG00000032289	Thsd4	0.512098	0.839485	0.258238	0.20729	0.144188	0.510722
ENSMUSG00000032290	Ptpn9	22.2748	25.5394	11.8844	11.8781	13.8814	2.47868
ENSMUSG00000032291	Crabp1	3.13963	7.80062	41.186	193.26	105.307	11.6654
ENSMUSG00000032292	Nr2e3	0	0	0	0	0	0.397068
ENSMUSG00000032293	Ireb2	10.3139	9.96294	10.4577	9.01347	7.13866	19.8134
ENSMUSG00000032294	Pkm	686.971	694.608	858.51	304.603	246.352	1102.18
ENSMUSG00000032295	Man2c1	31.4154	39.3731	26.2878	23.9271	31.533	32.722
ENSMUSG00000032297	Celf6	0.0529058	0	0	0	0	0.109495
ENSMUSG00000032298	Neil1	6.09694	4.97708	4.3952	4.47488	3.53507	7.95967
ENSMUSG00000032299	Commd4	26.8053	36.5908	35.8094	44.1481	38.7968	101.268
ENSMUSG00000032300	1700017B05Rik	9.71012	9.99741	9.50933	8.69497	7.75811	4.96762
ENSMUSG00000032301	Psma4	52.5425	61.7912	66.1212	61.5262	55.312	117.864
ENSMUSG00000032303	Chrna3	0	0	0	0	0	0
ENSMUSG00000032305	Fam219b	6.5787	7.27942	7.00596	8.20831	6.97689	5.21023
ENSMUSG00000032306	Mpi	12.0067	12.4928	10.8119	12.4577	10.7862	28.6119
ENSMUSG00000032307	Ube2q2	7.32448	6.33576	6.08306	6.39341	6.32978	8.64995
ENSMUSG00000032308	Ulk3	3.74261	3.70456	2.85767	2.3363	2.05274	2.83966
ENSMUSG00000032309	Fbxo22	13.9306	17.6352	15.7216	15.9996	16.7106	76.5518
ENSMUSG00000032310	Cyp1a2	0	0	0	0	0	0
ENSMUSG00000032311	Nrg4	0.351451	0.231472	0.309493	0.423308	0.533617	1.96342
ENSMUSG00000032312	Csk	39.1011	38.8009	29.2531	35.0375	31.5255	22.094
ENSMUSG00000032313	AI118078	0	0.234315	0	0	0	0.168779
ENSMUSG00000032314	Etfa	27.4289	31.4756	26.4868	28.2877	26.484	37.8139
ENSMUSG00000032315	Cyp1a1	0	0	0.031646	0	0	0.0616395
ENSMUSG00000032316	Clk3	21.1607	22.592	21.1289	21.4381	24.6178	22.155
ENSMUSG00000032318	Isl2	0.0580721	0	0.226155	0.24325	3.09886	0.281605
ENSMUSG00000032320	Rcn2	57.7871	75.7331	58.5685	51.6404	54.6288	11.5214
ENSMUSG00000032322	Pstpip1	37.3512	21.0974	10.452	10.5593	11.7474	1.61182
ENSMUSG00000032323	Cyp11a1	0	0.0491487	0	0	0.0949091	0.236318
ENSMUSG00000032324	Tspan3	167.752	134.591	138.143	121.047	114.884	42.208
ENSMUSG00000032327	Stra6	0	0	0.358607	0.120891	0.118581	0.0590536
