Gene ID	Symbol	MEF	Day1	Day2	Day3	Day4	Day5	Day6	Day7	Day8	IPS	ES
ENSMUSG00000025737	Wdr24	8.98739	10.8009	10.247	10.8221	6.08421	14.5683	11.3302	10.6181	11.304	11.2	5.92695
ENSMUSG00000025738	Fbxl16	1.6648	0.246322	0.286072	0.389742	0.884254	0.87171	1.09438	0.919562	0.742659	1.07883	0.816575
ENSMUSG00000025739	Gng13	0.739847	2.93112	5.49267	5.30553	3.10701	0.366275	0.298787	1.33975	0.290477	0.959834	2.24807
ENSMUSG00000025742	Prps2	9.89793	19.4968	27.8757	27.55	29.6555	28.2677	23.892	11.3249	8.84433	21.1549	19.6276
ENSMUSG00000025743	Sdc3	51.2846	16.6805	4.53184	1.92153	1.14628	0.666049	0.648991	0.815051	0.949101	1.8913	0.853689
ENSMUSG00000025745	Hadha	44.703	52.8491	44.8058	42.6073	40.542	39.6723	33.7281	42.0333	45.6016	54.0765	39.6547
ENSMUSG00000025746	Il6	2.46902	1.49031	0.570884	0.0230739	0	0.046635	0.0569281	0.164909	0.0565045	0.0207386	0.0724044
ENSMUSG00000025747	Tyms	16.5053	107.719	92.7123	90.5431	48.9393	65.9006	56.3716	77.6063	84.2574	84.9084	130.649
ENSMUSG00000025754	Agbl1	0.0089528	0	0	0.0214786	0	0	0	0	0	0.00775907	0
ENSMUSG00000025757	Hspa4l	5.67084	9.93406	9.54479	7.91836	5.52859	2.70427	2.50426	2.05974	0.768033	1.84699	1.13478
ENSMUSG00000025758	Plk4	9.51479	7.80046	10.7116	10.2764	8.28121	14.6695	14.8747	15.0721	12.9565	12.6272	12.8222
ENSMUSG00000025759	Mfsd8	3.2698	1.53417	1.15639	1.30788	1.22568	1.66109	1.69814	1.92915	1.64319	2.04214	1.57572
ENSMUSG00000025762	Larp1b	0.391432	1.09059	1.0679	1.45902	0.237461	1.68	1.82364	0.677975	0.407058	0.184805	0.148342
ENSMUSG00000025764	Phf17	8.32316	6.05202	8.14889	9.28014	8.51463	17.5004	27.0649	37.4631	43.5917	68.6922	43.4778
ENSMUSG00000025766	D3Ertd751e	0.862139	2.03051	1.60556	1.78421	0.773072	1.70699	1.36885	2.04435	2.25852	1.57253	3.20641
ENSMUSG00000025774	Crisp4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025776	Crispld1	3.89641	0.516175	0.345884	0.229225	0.0220563	0.0149175	0.017677	0.2509	0.449006	0.643425	0.251731
ENSMUSG00000025777	Gdap1	0.162215	0.250703	0.357403	0.151761	0.0573386	0.0904326	0.0544291	0.0570851	0.0615828	0.045205	0.0351549
ENSMUSG00000025779	Ly96	7.30286	8.50376	4.65006	4.55226	3.84586	3.58586	3.68959	1.2999	1.14002	0.792786	0.817244
ENSMUSG00000025780	Itih5	1.8907	0.0980224	0.0807466	0.136678	0.137371	0.055253	0.0606182	0.0446415	0.0468173	0.0245474	0.0372398
ENSMUSG00000025781	Atp5c1	188.591	319.862	330.031	383.008	374.511	352.456	348.856	270.948	255.186	241.238	430.318
ENSMUSG00000025782	Taf3	2.57067	4.0806	4.85898	4.83891	4.99222	5.30663	5.51007	5.08266	4.7774	6.63632	5.22903
ENSMUSG00000025783	4930412O13Rik	0.246338	0.0187528	0.0764103	0	0	0	0	0	0.0670005	0.110461	9.16E-05
ENSMUSG00000025784	Clec3b	1.68988	0.694606	0.564753	1.41944	0.475219	0.234722	0.191055	0.500669	0.158019	0.18559	0.161927
ENSMUSG00000025785	Exosc7	17.3228	68.7188	73.1807	94.5581	71.4667	92.7853	83.0916	61.0844	58.5748	56.6359	97.8522
ENSMUSG00000025786	Zdhhc3	16.6692	42.2715	41.5776	42.1586	24.2834	30.4876	26.7025	20.9559	18.0631	21.4955	24.5543
ENSMUSG00000025787	Tgm4	0.0119322	4.74E-27	7.04E-32	4.25E-35	1.38E-34	0.0109747	0.0304633	9.04E-36	0.0279152	2.07E-66	5.94E-19
ENSMUSG00000025789	St8sia2	1.70678	1.61577	0.394492	0.239494	0.0374621	0.0287167	0.0150038	0.0248595	0.00496612	0.0400993	0.0127598
ENSMUSG00000025790	Slco3a1	13.2299	16.2384	8.35476	5.21338	4.09901	1.95099	1.27914	0.319517	0.226563	0.418322	0.209946
ENSMUSG00000025791	Pgm2	54.9239	16.7894	13.7379	15.7708	18.5442	3.16437	8.32009	17.3918	15.6438	11.9881	34.9757
ENSMUSG00000025792	Slc25a10	8.24549	22.6879	20.9935	17.3127	6.09345	7.992	5.15303	6.66313	6.16613	10.2563	3.27224
ENSMUSG00000025793	Hgs	19.2006	26.317	23.6431	21.8687	18.1037	22.4573	21.1444	21.636	21.1986	19.2941	8.88216
ENSMUSG00000025794	Rpl14	248.221	459.347	400.472	439.586	440.279	396.965	386.347	305.959	422.125	354.574	158.839
ENSMUSG00000025795	Rassf3	7.89127	15.2181	14.9138	12.2983	10.6506	11.4774	10.514	10.7936	8.30237	5.24291	8.75444
ENSMUSG00000025804	Ccr1	6.72546	2.92016	0.499392	0.0238305	0.00814205	0	0.00978951	0	0	0	0
ENSMUSG00000025808	Ccdc7	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025809	Itgb1	339.99	197.486	141.457	95.6501	91.321	74.8432	72.9136	50.5003	37.5073	35.5304	32.6505
ENSMUSG00000025810	Nrp1	28.4305	4.42327	1.55124	0.651964	0.230412	0.0632842	0.0771486	0.0413561	0.0901257	0.740959	0.204561
ENSMUSG00000025812	Pard3	10.4468	11.5476	15.5246	14.223	16.7486	17.1603	15.605	13.5587	16.2886	31.231	12.2247
ENSMUSG00000025813	Homer2	0.143422	5.60035	4.45741	6.06069	3.28742	1.52333	0.864126	0.17751	0.143422	0.352716	0.553992
ENSMUSG00000025815	Dhtkd1	1.06022	0.349188	0.35164	0.330431	1.13161	1.8726	2.78806	5.61271	7.79341	9.95812	5.65587
ENSMUSG00000025816	Sec61a2	20.9218	21.4855	19.4188	21.3493	23.8258	26.4559	25.0171	24.0679	21.0514	21.2686	17.1009
ENSMUSG00000025817	Nudt5	18.7117	69.8098	75.3789	87.3575	65.4957	85.6528	65.3955	31.0027	24.6321	68.2969	70.555
ENSMUSG00000025821	Zfp282	4.04935	5.19627	5.90066	4.79629	2.33079	2.6284	1.91022	1.53306	1.55368	2.29774	1.15607
ENSMUSG00000025823	Pdia4	114.246	99.5797	90.241	96.3854	97.5699	99.6559	103.218	94.778	88.9254	103.528	136.426
ENSMUSG00000025825	Iscu	20.1555	32.5977	28.1099	28.5475	20.3355	29.8798	26.549	24.2556	23.8796	37.513	45.8696
ENSMUSG00000025838	Pramel6	0	0	0	0	0.0316179	0.0779994	1.04686	3.31525	9.72014	24.5533	4.4327
ENSMUSG00000025839	Pramel7	0	0	0	0	0	0.238239	1.22582	6.0087	9.47914	2.04566	2.03971
ENSMUSG00000025854	Fam20c	10.3778	28.2796	10.3915	2.85993	0.919782	0.464124	0.247007	0.107541	0.0909579	1.57357	0.701356
ENSMUSG00000025855	Prkar1b	22.4752	2.90501	1.64192	0.853808	1.01814	0.676474	0.540962	1.40629	1.3939	0.340417	0.271363
ENSMUSG00000025856	Pdgfa	36.2801	32.1749	37.8283	37.6236	46.0086	47.6935	46.9687	53.4382	55.7612	54.5221	12.4545
ENSMUSG00000025857	Heatr2	4.66657	16.8237	19.5898	24.496	26.6813	23.0631	19.8393	14.1414	14.3966	13.6932	9.96354
ENSMUSG00000025858	Get4	42.4255	79.2229	78.8297	84.1817	94.1965	94.95	90.3687	84.1146	76.0678	58.0035	58.9162
ENSMUSG00000025860	Xiap	9.74521	4.58568	6.3745	4.59223	3.62016	7.02507	7.8212	11.1713	11.648	10.7308	7.15946
ENSMUSG00000025862	Stag2	17.5487	18.3675	21.4667	15.6738	17.948	18.3597	17.2059	14.6931	9.6395	12.2432	9.96651
ENSMUSG00000025867	Cplx2	1.83085	0.649623	0.435868	0.248726	0.0637602	0.0493764	0.0273623	0.0634691	0.119547	0.059832	0.0674788
ENSMUSG00000025868	Higd2a	98.8937	60.6626	67.846	75.8219	135.715	97.1969	107.49	116.199	116.745	102.644	83.8037
ENSMUSG00000025869	Nop16	18.4508	165.887	140.051	154.082	102.603	113.924	96.0093	53.1068	46.7825	63.6628	84.1112
ENSMUSG00000025870	Arl10	9.84946	8.71656	12.2017	10.4791	12.7366	10.9774	9.21475	6.34177	5.44709	7.88253	2.61138
ENSMUSG00000025871	4833439L19Rik	22.4194	28.0974	31.5092	27.9172	27.1151	31.1396	30.9271	33.1383	33.4121	35.7413	49.3813
ENSMUSG00000025872	Thoc3	13.1961	36.061	36.6945	39.2711	23.0672	31.2344	28.8052	26.943	33.9231	38.1428	60.2635
ENSMUSG00000025873	Faf2	33.3272	25.933	25.8044	23.4472	16.9972	27.7138	26.3746	28.1486	23.4644	26.9136	23.6969
ENSMUSG00000025875	Tspan17	20.1054	4.4397	4.2661	6.44673	6.82614	5.1054	3.8479	3.5384	4.12693	2.62151	4.65504
ENSMUSG00000025876	Unc5a	0.266827	0.221233	0.335567	0.22539	0.296254	0.175219	0.462445	0.0176971	0.0706885	0.0519042	0.00605458
ENSMUSG00000025877	Hk3	7.83346	3.53111	0.558695	0.152341	0.00794534	0.00783342	0.00938688	0.0237404	0.018638	0.00696169	0.0243614
ENSMUSG00000025878	Uimc1	20.3432	20.5348	18.4648	18.3381	13.2573	14.1404	12.6083	14.7345	11.3345	12.3618	22.2817
ENSMUSG00000025880	Smad7	17.5979	6.1368	2.67201	0.737581	1.46546	0.854176	2.06096	14.2166	22.1327	37.1628	13.9778
ENSMUSG00000025885	Myo5b	0.357434	0.154725	0.298702	0.0789909	0.23871	0.0182766	0.0680917	0.352155	0.358833	0.259019	0.603577
ENSMUSG00000025887	Casp12	19.1039	1.37945	0.356437	0.477041	0.204429	0.0564508	0.13614	0.0565189	0.0570463	0.356609	0.193108
ENSMUSG00000025888	Casp1	4.22535	2.31554	0.303461	0.286872	0.0163213	0	0	0	0.0390161	0	0
ENSMUSG00000025889	Snca	3.36386	5.47504	2.52592	1.69186	1.18194	1.28962	0.970519	0.857606	0.374428	0.411753	0.793639
ENSMUSG00000025892	Gria4	0.881297	0.133128	0.213235	0.143864	0.362808	0.081985	0.155095	0.104374	0.0481162	0.131313	0.0637186
ENSMUSG00000025893	Kbtbd3	1.22375	0.752931	0.639791	0.770537	0.334073	0.758747	0.791436	1.05883	0.652795	0.612293	1.35008
ENSMUSG00000025894	Aasdhppt	7.33395	23.4705	19.7481	21.0984	14.539	21.2987	21.531	19.7384	19.1316	17.2465	29.9142
ENSMUSG00000025898	Cwf19l2	6.1779	6.96468	6.95902	6.84088	6.78171	11.8991	12.9039	13.9924	11.8866	10.0776	9.88368
ENSMUSG00000025899	Alkbh8	4.30009	5.61792	6.64153	6.31572	7.94696	8.45028	7.65422	5.62819	5.41913	5.60777	4.58456
ENSMUSG00000025900	Rp1	0.00298168	0	0	0	0.00295324	0	0	0	0	0	0
ENSMUSG00000025902	Sox17	0.016352	0.0142114	0	0.00714073	0	0.0159258	0.019431	0.0291556	0.0349491	0.141604	0.13464
ENSMUSG00000025903	Lypla1	10.2877	30.2036	29.0614	24.1853	20.3954	34.6534	37.5206	66.5997	80.4894	67.8064	65.8516
ENSMUSG00000025905	Oprk1	0.0242952	0.0168334	0	0	0.0240513	0.00474093	0	0.0143648	0	0.0358661	0.0344052
ENSMUSG00000025907	Rb1cc1	23.408	13.1138	10.2945	8.4579	9.16243	12.8576	16.2738	12.4985	10.4033	11.3402	12.7074
ENSMUSG00000025909	Sntg1	0.052565	0.0466532	0.0493495	0	0.00651263	0	0.0278542	0.149779	0.213419	0.223594	0.105455
ENSMUSG00000025911	Adhfe1	0.591663	0.205486	0.434832	0.456549	0.421039	1.08705	1.40758	4.0858	4.8547	2.36927	3.3726
ENSMUSG00000025912	Mybl1	3.78068	6.21728	5.56131	3.74721	4.50801	4.68903	6.22978	5.5709	4.56372	9.48467	2.20994
ENSMUSG00000025915	Sgk3	2.94332	10.6751	12.5681	9.89468	4.705	11.2405	9.4796	5.01733	4.7469	0.963752	1.91521
ENSMUSG00000025916	Ppp1r42	0.0580897	0.0338186	0	0	0	0	0.217897	0.0188919	0	0.0514472	0
ENSMUSG00000025917	Cops5	35.448	79.3326	74.551	80.5841	66.8989	70.6539	64.527	55.8777	54.7456	51.6319	91.2251
ENSMUSG00000025920	Stau2	5.64327	5.94338	2.55318	2.30282	1.89171	2.10181	2.90478	6.69578	6.71119	3.72076	3.33199
ENSMUSG00000025921	Rdh10	5.06557	5.73264	2.80567	1.91982	1.16844	1.45545	1.18347	2.00973	1.96819	1.75189	1.84055
ENSMUSG00000025922	Gm5045	16.3836	24.2134	28.9274	29.7892	28.4056	26.1089	25.4778	21.5569	19.046	17.1142	27.9585
ENSMUSG00000025925	Terf1	15.4956	26.3543	33.257	35.0132	35.8008	59.1521	69.1958	116.739	112.49	67.0287	122.107
ENSMUSG00000025927	Tfap2b	0.99076	0.461233	0.299385	0.328658	0.218516	0.0693448	0.00443657	0.00736539	0.0353399	0.0518885	0.00376195
ENSMUSG00000025929	Il17a	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025930	Msc	0.405759	9.22912	28.3672	16.5771	1.25943	0.642358	0.353884	0.472966	3.61449	9.03619	10.8465
ENSMUSG00000025931	Paqr8	4.27087	0.735763	0.398072	0.134337	0.0509976	0.0754042	0.202248	0.929057	0.979725	2.24905	1.0318
ENSMUSG00000025932	Eya1	5.01034	0.461186	0.279933	0.128601	0.0753439	0.0715879	0.0830134	0.252775	0.806152	3.08712	1.1741
ENSMUSG00000025933	Tmem14a	4.13633	1.8836	2.9988	3.06813	2.65936	3.78602	4.03074	5.69654	6.62262	8.38231	5.2668
ENSMUSG00000025934	Gsta3	0.59012	0.536172	0.4724	0.588034	0.490839	0.232499	0.574031	1.55392	6.31916	10.7546	6.97617
ENSMUSG00000025935	Tram1	61.933	34.5993	31.839	31.3601	19.2827	26.8518	26.749	28.947	28.7379	30.5914	35.52
ENSMUSG00000025936	Gm4956	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025937	Lactb2	7.99241	17.1256	17.9951	19.2635	15.5177	23.2807	31.3364	26.6858	29.9302	44.1727	44.3401
ENSMUSG00000025938	Slco5a1	0.428983	1.52099	2.01135	1.5947	3.59993	3.39975	2.09458	0.352797	0.310372	0.265556	0.172094
ENSMUSG00000025939	Ube2w	25.5609	20.5856	15.9791	16.1309	8.65592	16.6488	17.483	15.6372	14.611	11.7628	11.3507
ENSMUSG00000025940	Tmem70	31.0102	65.0952	58.7097	58.7032	49.3827	47.988	46.3855	34.1057	26.8945	15.7105	20.891
ENSMUSG00000025945	Crygf	0	0	0	0	0	0	0	0.0255226	0.030631	0.238837	0
ENSMUSG00000025946	Pth2r	0.146476	0.039465	0.0436128	0.0188411	0.0469188	0	0.0116109	0	0.011528	0.0372964	0.0197322
ENSMUSG00000025949	Pikfyve	2.00478	1.41964	2.53392	2.42411	4.25638	4.03241	4.97667	4.33615	2.88035	4.91632	0.893114
ENSMUSG00000025950	Idh1	55.1944	30.5441	44.5013	40.9405	44.5541	50.9639	66.9675	93.2707	61.2518	98.8214	85.6798
ENSMUSG00000025952	Crygc	0.0359536	0	0	0	0.0492597	0	0	0.282194	0.190424	1.03935	0.240832
ENSMUSG00000025955	Akr1cl	0.220566	0.0260134	0.0203986	0	0	0	0.0404649	0	0.044838	1.86975	0.316618
ENSMUSG00000025956	Mettl21a	11.5305	10.1527	10.055	8.90951	3.66365	6.96185	7.45797	7.67144	7.0588	7.0501	7.80388
ENSMUSG00000025958	Creb1	5.06203	5.02024	6.87713	5.86904	4.07589	6.42914	5.90308	5.0151	4.15449	5.08054	4.12973
ENSMUSG00000025959	Klf7	10.3762	1.54462	1.87186	1.05077	2.85932	1.41632	1.71722	2.38332	1.78347	1.89714	0.812853
ENSMUSG00000025961	4933402D24Rik	0.0276223	0.071647	0.101434	0.0399468	0.040921	0.0807403	0.0164158	0.0543727	0.0814853	0.215332	0.0278807
ENSMUSG00000025962	Fastkd2	5.56257	26.7354	23.1102	25.3367	9.03772	18.8808	17.1431	17.6673	24.7028	19.9106	57.4885
ENSMUSG00000025963	Mdh1b	0.04248	0	0.0129985	0.0273023	0.0839012	0.137958	0.0673192	0.0557432	0.066832	0.0245291	0.214368
ENSMUSG00000025964	Adam23	29.5398	18.5245	21.7605	12.3395	24.484	42.5922	45.9475	60.8857	49.6917	31.9373	25.9209
ENSMUSG00000025967	Eef1b2	1125.52	2147.35	2567.81	2587.13	2402.3	2160.43	2003.35	1410.08	1580.99	1462.99	2452.92
ENSMUSG00000025968	Ndufs1	24.6759	57.3445	73.2102	77.7751	62.4371	68.1559	56.2815	46.4644	45.967	61.5422	67.5764
ENSMUSG00000025969	Nrp2	30.7807	8.52657	12.011	8.40976	12.809	23.4654	20.4903	16.7595	7.78889	3.49844	2.03301
ENSMUSG00000025971	9430016H08Rik	3.83423	7.45054	6.86932	7.78051	4.23106	6.58054	5.99481	4.96454	6.39469	7.03294	9.01243
ENSMUSG00000025977	Boll	0.0618393	6.40664	0.301461	0.178383	0.311009	0.120173	0.327868	0.944857	5.18361	8.4541	2.40784
ENSMUSG00000025978	Rftn2	5.70774	1.72293	0.363551	0.186439	0.101475	0.0955015	0.0750297	0.146256	0.378208	0.335386	0.192808
ENSMUSG00000025979	Mob4	25.7431	33.8841	28.2855	22.1604	13.3944	21.6804	23.5665	24.9867	26.3107	37.8161	46.7225
ENSMUSG00000025980	Hspd1	37.6192	318.207	356.145	396.529	195.754	207.458	149.752	74.9166	104.284	194.167	305.454
ENSMUSG00000025981	Coq10b	18.5638	31.0282	16.3454	15.3312	10.7408	13.223	15.2542	11.3874	9.48912	11.7239	13.781
ENSMUSG00000025982	Sf3b1	58.9084	50.0441	55.7531	54.3113	73.1207	57.3311	61.3804	66.9914	65.5801	64.9986	64.8127
ENSMUSG00000025983	Ccdc150	0.114849	0.0395501	0.113816	0.301693	0.12055	0.33535	0.253949	0.172081	0.169635	0.231475	0.304013
ENSMUSG00000025986	Slc39a10	12.054	11.5811	13.8501	17.4951	16.9365	26.4097	23.5912	19.81	14.7689	13.2499	12.3181
ENSMUSG00000025991	Cps1	0	0.00351811	0.00747802	0.00784849	0.0201206	0.115014	0.0773592	0.108148	0.302461	0.829941	0.427639
ENSMUSG00000025993	Slc40a1	7.77694	5.34851	2.10754	1.08642	0.600744	0.765247	1.68767	6.69404	7.14191	0.833839	0.434546
ENSMUSG00000025995	Wdr75	12.1987	59.0804	54.5149	59.2572	36.7744	45.9532	46.6239	32.8795	34.972	42.7334	80.2842
ENSMUSG00000025997	Ikzf2	2.10084	0.217135	0.089274	0.0502709	0.121868	0.0646622	0.0957111	0.158595	0.184493	0.19083	0.0502883
ENSMUSG00000026000	Lancl1	28.374	17.2897	17.83	17.0696	23.1275	24.0977	28.0648	32.3777	26.0739	30.9355	24.047
ENSMUSG00000026003	Acadl	39.5813	87.2037	76.661	57.5705	43.9698	32.1529	23.9358	18.3462	11.769	11.3457	8.18446
ENSMUSG00000026004	Kansl1l	2.85191	1.51466	0.755423	0.618155	0.605716	0.773069	1.05309	1.53141	1.73995	1.74206	1.01025
ENSMUSG00000026005	Rpe	14.6141	22.7273	24.2202	24.0895	25.4726	24.4678	24.9885	29.3204	25.6493	34.8177	33.2075
ENSMUSG00000026009	Icos	0.0914744	0.0246832	0.00655636	0	0	0	0	0	0	0.00618162	0
ENSMUSG00000026011	Ctla4	0	0	0	0	0	0	0	0.0122426	0.0146773	0	0
ENSMUSG00000026012	Cd28	0.434981	0.145154	0.0578441	0.0407732	0.00518764	0	0.00623416	0.00516435	0.0123804	0.00454393	0.0159028
ENSMUSG00000026014	Raph1	8.63214	17.3711	12.7167	12.8324	7.26657	9.20294	9.9828	8.95647	10.032	7.16471	9.95445
ENSMUSG00000026017	Carf	2.17852	0.631396	0.779171	0.957986	0.735299	1.39549	0.993391	1.51141	1.06199	1.13637	0.673352
ENSMUSG00000026018	Ica1l	0.0629548	0.0762757	0.0173674	0.0182304	0.0124599	0.0122827	0.0449285	0.0620278	0.104091	0.114613	0.19735
ENSMUSG00000026019	Wdr12	3.66467	28.6305	28.256	30.97	24.0065	29.3774	27.2756	16.4897	16.4701	19.0192	26.3301
ENSMUSG00000026020	Nop58	27.4536	208.626	192.217	201.976	103.042	150.284	157.636	129.324	134.98	149.813	290.363
ENSMUSG00000026021	Sumo1	58.8258	92.8504	88.7839	88.5274	91.3033	100.61	108.801	106.892	117.384	123.096	265.894
ENSMUSG00000026023	Cdk15	1.07225	0.262307	0.0616206	0.048097	0	0	0	0	0	0.136095	0.474175
ENSMUSG00000026024	Als2	3.2514	3.02559	3.11947	3.23069	2.92733	7.00197	7.24139	10.2235	9.09349	14.4657	7.8605
ENSMUSG00000026027	Stradb	9.20212	2.55801	3.00762	3.46971	4.45118	4.50207	5.15233	5.62994	5.80836	3.9365	3.48029
ENSMUSG00000026028	Trak2	6.531	7.89253	8.08451	6.923	3.70281	6.97658	7.69946	8.08592	8.2753	8.98857	5.94698
ENSMUSG00000026029	Casp8	13.8684	10.2988	7.95812	5.57583	2.81249	5.23243	5.19049	9.8922	6.1017	1.39615	1.31345
ENSMUSG00000026031	Cflar	14.4455	8.74859	5.9119	4.22533	7.83548	5.26504	4.12951	4.54065	4.21465	3.14821	2.96898
ENSMUSG00000026032	Ndufb3	56.4335	59.7105	63.3242	71.7517	80.8831	79.7927	83.4971	81.6686	78.9448	63.3604	103.682
ENSMUSG00000026034	Clk1	91.7685	46.5998	54.1334	38.4336	91.2309	56.1884	72.247	119.725	131.062	78.8861	113.708
ENSMUSG00000026035	Ppil3	16.4514	43.6908	37.1439	42.7441	28.9355	40.4459	39.1521	33.0947	26.6498	28.244	46.3644
ENSMUSG00000026036	Nif3l1	6.21145	46.4562	41.9484	45.2147	15.0459	33.9101	26.9269	18.3226	19.5923	21.9413	37.9011
ENSMUSG00000026037	Orc2	5.2843	34.2234	37.9484	39.4253	26.306	33.7786	35.5089	22.9431	25.6776	41.6922	43.2462
ENSMUSG00000026039	Sgol2	6.64946	11.8855	11.82	10.362	11.2865	17.4761	21.1267	27.8261	22.544	19.44	21.6498
ENSMUSG00000026042	Col5a2	438.691	40.8145	17.0512	8.22669	8.83886	2.50051	1.88047	1.9713	1.3717	1.91576	1.55659
ENSMUSG00000026043	Col3a1	1264.78	135.197	44.3384	34.0912	19.1295	6.24195	5.8011	7.4271	9.80399	7.82115	6.55509
ENSMUSG00000026047	Kdelc1	20.5592	40.7437	32.4393	34.1131	27.0297	24.7019	21.7542	15.1729	17.0781	17.7178	19.716
ENSMUSG00000026048	Ercc5	13.0284	12.891	15.6502	16.5826	19.7586	21.8448	26.44	16.213	11.1459	12.5298	8.20774
ENSMUSG00000026049	Tex30	12.1834	49.2666	45.3892	46.2826	44.8681	38.1995	44.2662	28.2181	22.7693	31.9835	51.0843
ENSMUSG00000026051	1500015O10Rik	51.9905	6.71974	0.522621	0.693998	0.147854	0.146106	0.178426	0.118105	0.177075	0.0259964	0.272068
ENSMUSG00000026058	Khdrbs2	0.0184649	0.0319107	0	0	0	0	0.0219373	0.108968	0.0217766	0.0159851	0
ENSMUSG00000026062	Slc9a2	0.0724851	1.28307	0.424141	0.203531	0.0912865	0.0771354	0.227292	0.0454458	0	0.011425	0.0333152
ENSMUSG00000026063	Pih1d3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026064	Ptp4a1	8.83512	22.2727	15.4713	13.0269	18.9987	10.9515	14.3259	11.4437	9.97931	14.0713	14.3125
ENSMUSG00000026065	Slc9a4	0	0.0415083	0.0275665	0.00578715	0	0.00584866	0	0	0	0.00519756	0.00606287
ENSMUSG00000026068	Il18rap	0.593061	0.0924855	0.0683064	0.126845	0.0169424	0.0168428	0	0.00914197	0.0201329	0.0264042	0
ENSMUSG00000026069	Il1rl1	2.10148	3.85096	1.13834	0.707012	0.0782793	0.26203	0.260225	0.427144	0.812266	0.0945118	0.373343
ENSMUSG00000026070	Il18r1	0.0922832	0.0250015	0.0230239	0.0624404	0.0247705	0.00804286	0	0	0.0295898	0.0238031	0.0126573
ENSMUSG00000026072	Il1r1	17.2144	1.46794	0.810846	0.476407	0.104336	0.219699	0.31344	0.250216	0.447045	0.643744	0.145383
ENSMUSG00000026073	Il1r2	1.01598	0.178823	0.0862666	0.054375	0.0556715	0.696035	0.916427	1.03623	0.377195	0.211732	0.398306
ENSMUSG00000026074	Map4k4	48.9727	53.9299	62.8515	54.4864	54.9816	61.2304	57.4179	43.2554	31.6614	38.1695	23.914
ENSMUSG00000026077	Npas2	0.614076	0.2471	0.371578	0.312016	0.2704	0.204966	0.153338	0.291941	0.197235	0.172803	0.0326899
ENSMUSG00000026078	Pdcl3	41.8196	42.7047	39.0785	37.3975	28.8462	37.3903	39.1075	37.7346	32.135	30.5306	44.8721
ENSMUSG00000026080	Chst10	0.788295	1.42857	0.902467	0.667472	0.125071	0.101547	0.150358	0.153847	0.447872	1.09587	1.93967
ENSMUSG00000026082	Rev1	8.45085	9.18862	11.086	11.5494	9.66149	16.8087	20.6004	20.1016	19.8061	11.7905	12.2507
ENSMUSG00000026083	Eif5b	15.5318	29.3988	27.7705	31.0141	27.2957	30.0059	28.4777	27.239	26.6325	25.715	49.1145
ENSMUSG00000026085	Lyg1	0	0	0.0726254	0	0	0	0	0	0	0	0.0352316
ENSMUSG00000026087	Mrpl30	65.3844	125.742	107.133	116.114	99.5571	93.524	82.4657	53.7077	54.9434	49.4316	71.8599
ENSMUSG00000026088	Mitd1	12.4955	35.2475	22.511	20.5435	15.9793	22.0928	23.4065	19.998	19.875	13.8554	32.042
ENSMUSG00000026090	2010300C02Rik	0.132423	0.475255	0.212569	0.184366	0.104992	0.135412	0.14973	0.278685	0.167633	0.666627	0.147916
ENSMUSG00000026094	Stk17b	14.8519	5.53098	4.19712	2.80866	4.46802	2.76327	3.44443	7.30203	6.11545	3.6259	6.28853
ENSMUSG00000026095	Asnsd1	32.9149	43.3571	41.0553	45.5064	34.0962	43.508	42.5803	34.1262	30.7143	27.7874	51.5809
ENSMUSG00000026096	Osgepl1	4.7743	10.1751	11.811	14.7206	8.6441	11.4629	12.1736	9.6344	6.51462	6.28301	10.1335
ENSMUSG00000026097	Ormdl1	7.54818	12.3034	10.862	10.3662	10.5777	12.9384	14.2555	11.4195	10.5835	10.97	13.6465
ENSMUSG00000026098	Pms1	1.36698	7.21459	7.60444	9.38105	4.80559	12.1536	10.941	7.45805	6.62812	5.70229	6.73709
ENSMUSG00000026100	Mstn	0.409892	0.0150903	0	0	0	0	0	0	0	0	0
ENSMUSG00000026102	Inpp1	8.6438	12.3554	13.0099	8.98446	5.39612	8.26115	6.53828	3.63376	2.45902	2.15357	1.21813
ENSMUSG00000026103	Gls	90.0305	65.2442	57.9486	53.9227	44.8154	52.1411	51.3251	48.8361	44.3617	45.6592	17.4869
ENSMUSG00000026104	Stat1	12.9699	13.6122	5.56071	2.83923	1.76894	1.91651	1.72696	7.35833	6.26178	5.3749	2.80436
ENSMUSG00000026107	Nabp1	8.25356	14.9488	11.7982	11.7418	4.1449	11.4245	15.0145	12.5944	9.59948	11.1394	18.6335
ENSMUSG00000026109	Tmeff2	3.68796	2.17838	0.263169	0.292829	0.0580433	0.0538556	0.148368	0.245096	0.0489019	0.242986	0.152911
ENSMUSG00000026110	Mgat4a	1.38168	1.22217	4.00423	4.28217	4.29724	8.50798	7.60361	3.41237	2.20934	1.33593	1.06197
ENSMUSG00000026111	Unc50	48.5967	36.5769	32.6002	34.2174	20.9454	35.4969	36.6607	38.1887	37.6646	33.0607	41.9406
